account_id,customer_id,account_type,currency,account_status,mobile_banking_flag,internet_banking_flag,atm_card_flag,checkbook_flag
ACC000001179,1179,Current,USD,Active,1,0,0,0
ACC000001180,1180,Current,USD,Active,1,1,1,0
ACC000001181,1181,Mobile Wallet,USD,Active,1,1,1,1
ACC000001182,1182,Mobile Wallet,USD,Dormant,1,1,1,0
ACC000001183,1183,Savings,USD,Active,1,1,1,1
ACC000001184,1184,Current,ZWG,Active,1,1,0,0
ACC000001185,1185,Current,USD,Dormant,1,1,1,0
ACC000001186,1186,Corporate Current,ZWG,Active,1,1,1,0
ACC000001187,1187,Mobile Wallet,ZWG,Active,1,0,1,1
ACC000001188,1188,Corporate Current,GBP,Active,1,1,1,1
ACC000001189,1189,USD Nostro,USD,Active,1,0,0,1
ACC000001190,1190,Current,USD,Active,1,0,1,1
ACC000001191,1191,Mobile Wallet,ZWG,Active,1,1,1,1
ACC000001192,1192,Current,ZWG,Active,0,0,1,0
ACC000001193,1193,Mobile Wallet,USD,Active,1,1,1,0
ACC000001194,1194,Current,USD,Active,1,0,1,0
ACC000001195,1195,Current,USD,Active,1,1,1,0
ACC000001196,1196,Savings,ZWG,Active,1,0,1,0
ACC000001197,1197,Current,USD,Active,0,0,1,0
ACC000001198,1198,Corporate Current,ZWG,Active,0,1,1,0
ACC000001199,1199,Mobile Wallet,USD,Active,1,1,1,0
ACC000001200,1200,Savings,USD,Restricted,1,1,1,0
ACC000001201,1201,Mobile Wallet,ZAR,Active,1,0,1,0
ACC000001202,1202,Corporate Current,USD,Active,1,1,0,0
ACC000001203,1203,Call Account,USD,Active,1,0,1,0
ACC000001204,1204,Current,USD,Active,1,0,1,1
ACC000001205,1205,Mobile Wallet,USD,Active,0,1,0,0
ACC000001206,1206,Savings,USD,Active,0,0,1,1
ACC000001207,1207,Savings,ZWG,Dormant,1,0,1,0
ACC000001208,1208,Money Market,ZWG,Active,1,1,1,0
ACC000001209,1209,USD Nostro,GBP,Active,1,1,0,1
ACC000001210,1210,Mobile Wallet,ZWG,Dormant,1,0,0,0
ACC000001211,1211,Mobile Wallet,ZWG,Active,1,0,1,1
ACC000001212,1212,Mobile Wallet,USD,Restricted,1,1,0,0
ACC000001213,1213,Current,USD,Active,1,0,1,0
ACC000001214,1214,USD Nostro,USD,Active,1,1,1,0
ACC000001215,1215,Corporate Current,ZWG,Active,1,0,0,1
ACC000001216,1216,Corporate Current,EUR,Active,0,1,1,1
ACC000001217,1217,Corporate Current,USD,Active,1,1,1,0
ACC000001218,1218,Mobile Wallet,ZWG,Active,1,1,1,0
ACC000001219,1219,Current,USD,Active,1,0,1,1
ACC000001220,1220,Call Account,USD,Active,0,1,1,0
ACC000001221,1221,Mobile Wallet,USD,Active,1,1,1,0
ACC000001222,1222,USD Nostro,USD,Active,1,1,1,0
ACC000001223,1223,Savings,USD,Active,1,1,1,0
ACC000001224,1224,Mobile Wallet,ZWG,Active,1,0,1,1
ACC000001225,1225,Mobile Wallet,USD,Active,1,1,1,0
ACC000001226,1226,Corporate Current,USD,Active,1,0,1,0
ACC000001227,1227,Corporate Current,USD,Active,0,1,0,1
ACC000001228,1228,Mobile Wallet,ZWG,Active,1,0,0,0
ACC000001229,1229,Call Account,GBP,Active,1,0,1,1
ACC000001230,1230,USD Nostro,EUR,Active,1,1,1,0
ACC000001231,1231,USD Nostro,USD,Active,1,0,1,1
ACC000001232,1232,USD Nostro,USD,Active,1,0,1,0
ACC000001233,1233,Mobile Wallet,USD,Active,1,1,1,0
ACC000001234,1234,Corporate Current,ZWG,Active,1,1,0,1
ACC000001235,1235,Savings,USD,Active,1,1,1,1
ACC000001236,1236,Current,ZWG,Active,1,0,1,1
ACC000001237,1237,Money Market,ZWG,Active,0,0,1,0
ACC000001238,1238,Current,USD,Active,1,0,1,0
ACC000001239,1239,Current,USD,Restricted,1,1,1,0
ACC000001240,1240,Call Account,USD,Active,1,1,1,1
ACC000001241,1241,Current,ZAR,Active,0,0,0,0
ACC000001242,1242,Call Account,ZWG,Active,1,0,0,0
ACC000001243,1243,Corporate Current,USD,Active,1,1,1,0
ACC000001244,1244,Corporate Current,USD,Active,1,0,0,0
ACC000001245,1245,Savings,USD,Active,1,1,0,1
ACC000001246,1246,USD Nostro,USD,Active,1,1,1,1
ACC000001247,1247,Current,ZWG,Active,0,1,0,1
ACC000001248,1248,Corporate Current,USD,Active,1,0,0,0
ACC000001249,1249,Current,USD,Active,1,1,1,1
ACC000001250,1250,Call Account,GBP,Active,0,1,1,0
ACC000001251,1251,USD Nostro,ZWG,Active,1,0,1,0
ACC000001252,1252,Current,USD,Dormant,1,0,1,1
ACC000001253,1253,Current,GBP,Dormant,1,1,1,0
ACC000001254,1254,Corporate Current,USD,Active,1,0,0,1
ACC000001255,1255,USD Nostro,USD,Restricted,1,1,1,0
ACC000001256,1256,Savings,ZWG,Active,1,0,1,0
ACC000001257,1257,Current,ZWG,Active,1,1,1,0
ACC000001258,1258,Corporate Current,GBP,Active,1,1,0,1
ACC000001259,1259,Corporate Current,ZAR,Active,1,0,0,0
ACC000001260,1260,Current,GBP,Active,1,1,0,0
ACC000001261,1261,Mobile Wallet,ZAR,Active,0,1,1,0
ACC000001262,1262,Current,USD,Active,1,1,1,0
ACC000001263,1263,Current,ZWG,Active,1,1,1,0
ACC000001264,1264,Corporate Current,USD,Active,1,1,1,0
ACC000001265,1265,Corporate Current,ZWG,Active,0,0,1,0
ACC000001266,1266,Current,USD,Active,1,0,1,0
ACC000001267,1267,USD Nostro,USD,Active,1,1,1,1
ACC000001268,1268,Call Account,ZWG,Active,1,1,1,0
ACC000001269,1269,Savings,ZAR,Active,1,1,1,0
ACC000001270,1270,Corporate Current,ZWG,Active,1,1,1,1
ACC000001271,1271,Money Market,USD,Active,1,1,1,0
ACC000001272,1272,Corporate Current,USD,Active,1,1,1,0
ACC000001273,1273,Call Account,GBP,Dormant,1,1,1,0
ACC000001274,1274,Savings,USD,Active,1,0,1,0
ACC000001275,1275,Corporate Current,EUR,Active,1,0,1,0
ACC000001276,1276,Mobile Wallet,ZAR,Active,1,1,0,0
ACC000001277,1277,Savings,ZWG,Dormant,1,1,1,0
ACC000001278,1278,Savings,USD,Active,1,1,1,0
ACC000001279,1279,Corporate Current,USD,Dormant,1,0,1,0
ACC000001280,1280,Corporate Current,EUR,Restricted,0,1,0,1
ACC000001281,1281,Mobile Wallet,ZWG,Active,1,1,1,0
ACC000001282,1282,Corporate Current,USD,Dormant,1,0,0,0
ACC000001283,1283,Corporate Current,USD,Active,1,1,1,0
ACC000001284,1284,Current,EUR,Active,1,1,0,1
ACC000001285,1285,Savings,USD,Active,1,1,1,1
ACC000001286,1286,Mobile Wallet,USD,Active,1,0,0,0
ACC000001287,1287,Mobile Wallet,USD,Active,1,1,1,0
ACC000001288,1288,Corporate Current,USD,Active,1,0,1,0
ACC000001289,1289,Call Account,USD,Active,1,1,1,1
ACC000001290,1290,Current,EUR,Active,1,1,1,0
ACC000001291,1291,Call Account,EUR,Active,1,0,1,0
ACC000001292,1292,Corporate Current,USD,Active,1,1,0,1
ACC000001293,1293,Mobile Wallet,USD,Active,1,0,1,1
ACC000001294,1294,Savings,ZAR,Active,1,1,0,0
ACC000001295,1295,Call Account,USD,Active,1,0,1,1
ACC000001296,1296,Money Market,ZWG,Restricted,1,1,1,0
ACC000001297,1297,USD Nostro,USD,Dormant,1,1,0,0
ACC000001298,1298,Corporate Current,USD,Active,1,1,1,0
ACC000001299,1299,Savings,EUR,Active,1,0,1,0
ACC000001300,1300,Current,USD,Active,1,1,1,0
ACC000001301,1301,Corporate Current,USD,Active,1,1,1,0
ACC000001302,1302,Current,GBP,Active,1,1,1,0
ACC000001303,1303,Mobile Wallet,USD,Active,0,0,1,1
ACC000001304,1304,Current,USD,Active,1,1,0,0
ACC000001305,1305,Savings,USD,Active,0,0,1,1
ACC000001306,1306,Mobile Wallet,USD,Active,1,1,1,0
ACC000001307,1307,Savings,USD,Active,0,1,0,0
ACC000001308,1308,Corporate Current,USD,Active,1,1,1,1
ACC000001309,1309,Money Market,ZWG,Active,1,0,1,0
ACC000001310,1310,Corporate Current,ZWG,Active,1,0,0,1
ACC000001311,1311,Mobile Wallet,USD,Active,0,1,1,0
ACC000001312,1312,Mobile Wallet,ZAR,Active,1,1,1,0
ACC000001313,1313,Current,EUR,Active,0,0,1,0
ACC000001314,1314,USD Nostro,USD,Active,1,1,1,1
ACC000001315,1315,USD Nostro,USD,Active,1,1,1,0
ACC000001316,1316,Savings,ZAR,Active,0,0,1,1
ACC000001317,1317,Corporate Current,ZWG,Active,1,0,1,0
ACC000001318,1318,Savings,ZAR,Active,1,1,0,1
ACC000001319,1319,Current,USD,Dormant,0,1,1,0
ACC000001320,1320,Savings,USD,Dormant,1,0,1,1
ACC000001321,1321,Current,EUR,Active,1,1,0,0
ACC000001322,1322,Money Market,USD,Active,1,1,1,0
ACC000001323,1323,Mobile Wallet,USD,Dormant,1,0,0,0
ACC000001324,1324,Money Market,USD,Active,1,0,1,0
ACC000001325,1325,Savings,USD,Active,1,1,1,1
ACC000001326,1326,Current,ZWG,Active,1,1,1,0
ACC000001327,1327,Savings,USD,Active,1,1,0,1
ACC000001328,1328,Savings,ZWG,Active,1,0,0,0
ACC000001329,1329,Current,USD,Active,0,0,1,0
ACC000001330,1330,Money Market,USD,Active,1,0,0,0
ACC000001331,1331,Money Market,USD,Active,0,1,1,0
ACC000001332,1332,Money Market,USD,Active,1,1,1,0
ACC000001333,1333,Savings,ZWG,Dormant,1,0,1,1
ACC000001334,1334,Current,ZAR,Active,1,1,1,0
ACC000001335,1335,Call Account,USD,Active,1,1,1,1
ACC000001336,1336,Current,ZWG,Active,1,0,1,0
ACC000001337,1337,Current,USD,Restricted,0,1,1,0
ACC000001338,1338,Call Account,EUR,Active,1,0,1,0
ACC000001339,1339,Money Market,ZAR,Active,0,1,1,0
ACC000001340,1340,Current,ZWG,Active,1,1,0,0
ACC000001341,1341,Corporate Current,ZWG,Active,1,1,0,1
ACC000001342,1342,Mobile Wallet,USD,Active,1,0,0,0
ACC000001343,1343,Current,USD,Dormant,1,0,1,0
ACC000001344,1344,Current,ZWG,Active,1,1,1,0
ACC000001345,1345,Corporate Current,USD,Active,1,0,1,0
ACC000001346,1346,Current,USD,Active,1,1,1,0
ACC000001347,1347,Corporate Current,USD,Active,1,0,1,1
ACC000001348,1348,Current,USD,Active,1,0,1,1
ACC000001349,1349,Mobile Wallet,USD,Active,1,1,1,0
ACC000001350,1350,Current,USD,Active,0,0,0,0
ACC000001351,1351,Savings,ZWG,Active,1,0,1,0
ACC000001352,1352,Current,USD,Active,1,0,1,0
ACC000001353,1353,Mobile Wallet,ZWG,Active,1,0,1,1
ACC000001354,1354,Savings,ZAR,Active,1,0,1,0
ACC000001355,1355,Mobile Wallet,USD,Active,0,1,1,0
ACC000001356,1356,Current,USD,Active,0,1,1,0
ACC000001357,1357,Money Market,ZWG,Active,0,1,1,0
ACC000001358,1358,Call Account,GBP,Active,1,0,1,0
ACC000001359,1359,Current,USD,Active,0,1,1,0
ACC000001360,1360,Savings,USD,Active,1,0,1,1
ACC000001361,1361,USD Nostro,USD,Active,1,0,1,0
ACC000001362,1362,USD Nostro,ZAR,Dormant,1,0,1,1
ACC000001363,1363,Money Market,USD,Active,1,0,1,0
ACC000001364,1364,Current,ZWG,Active,0,0,0,0
ACC000001365,1365,Money Market,USD,Active,1,1,0,1
ACC000001366,1366,USD Nostro,GBP,Active,0,0,0,1
ACC000001367,1367,Mobile Wallet,USD,Active,1,0,0,0
ACC000001368,1368,Corporate Current,USD,Dormant,0,0,1,0
ACC000001369,1369,Money Market,EUR,Active,1,0,0,0
ACC000001370,1370,Money Market,USD,Dormant,1,0,0,1
ACC000001371,1371,Mobile Wallet,USD,Active,1,1,1,0
ACC000001372,1372,Mobile Wallet,USD,Active,1,1,1,0
ACC000001373,1373,Corporate Current,USD,Active,1,1,0,0
ACC000001374,1374,Mobile Wallet,GBP,Active,0,0,1,0
ACC000001375,1375,Mobile Wallet,ZAR,Active,1,0,1,0
ACC000001376,1376,Corporate Current,EUR,Active,1,1,1,0
ACC000001377,1377,Mobile Wallet,ZWG,Active,1,0,0,0
ACC000001378,1378,Corporate Current,USD,Active,1,0,1,0
ACC000001379,1379,Savings,USD,Active,0,1,1,1
ACC000001380,1380,Corporate Current,ZAR,Active,1,1,0,0
ACC000001381,1381,Mobile Wallet,ZWG,Dormant,1,0,1,0
ACC000001382,1382,Current,ZWG,Dormant,0,1,1,1
ACC000001383,1383,Current,USD,Active,1,1,0,0
ACC000001384,1384,USD Nostro,ZWG,Active,1,1,1,0
ACC000001385,1385,USD Nostro,EUR,Active,1,1,1,1
ACC000001386,1386,Mobile Wallet,USD,Active,0,1,1,1
ACC000001387,1387,Savings,GBP,Active,1,1,1,1
ACC000001388,1388,USD Nostro,USD,Active,1,1,0,0
ACC000001389,1389,Current,ZWG,Active,1,0,0,1
ACC000001390,1390,Current,USD,Active,1,1,0,1
ACC000001391,1391,Corporate Current,USD,Active,0,1,0,1
ACC000001392,1392,Corporate Current,USD,Active,1,1,1,0
ACC000001393,1393,Corporate Current,ZWG,Active,1,1,1,0
ACC000001394,1394,Savings,ZWG,Active,1,1,1,0
ACC000001395,1395,Savings,USD,Restricted,1,0,1,0
ACC000001396,1396,Savings,USD,Active,1,1,1,1
ACC000001397,1397,USD Nostro,ZWG,Active,1,1,1,0
ACC000001398,1398,Current,USD,Active,0,1,1,0
ACC000001399,1399,Money Market,EUR,Active,1,1,1,0
ACC000001400,1400,Corporate Current,USD,Active,1,1,1,0
ACC000001401,1401,Corporate Current,ZWG,Active,1,0,1,0
ACC000001402,1402,Savings,EUR,Active,1,1,0,0
ACC000001403,1403,Savings,USD,Active,1,0,1,1
ACC000001404,1404,Corporate Current,GBP,Restricted,1,1,1,0
ACC000001405,1405,Call Account,ZWG,Restricted,1,1,1,0
ACC000001406,1406,Money Market,ZWG,Active,1,0,0,0
ACC000001407,1407,Corporate Current,ZWG,Active,0,1,1,1
ACC000001408,1408,Current,ZWG,Active,0,1,1,1
ACC000001409,1409,Current,USD,Active,1,1,1,0
ACC000001410,1410,Call Account,USD,Active,1,1,1,1
ACC000001411,1411,Call Account,ZWG,Active,1,1,1,1
ACC000001412,1412,Savings,ZWG,Active,0,1,0,0
ACC000001413,1413,Current,ZWG,Active,1,0,1,0
ACC000001414,1414,Current,USD,Active,1,0,1,0
ACC000001415,1415,Current,ZWG,Active,1,1,0,0
ACC000001416,1416,Mobile Wallet,USD,Active,1,1,1,1
ACC000001417,1417,Call Account,USD,Active,1,1,1,0
ACC000001418,1418,Call Account,USD,Active,1,0,1,0
ACC000001419,1419,Mobile Wallet,USD,Active,1,0,1,0
ACC000001420,1420,Savings,USD,Active,1,1,1,1
ACC000001421,1421,Corporate Current,ZAR,Active,1,1,0,0
ACC000001422,1422,Current,ZAR,Active,1,1,1,1
ACC000001423,1423,Mobile Wallet,ZAR,Active,0,1,1,0
ACC000001424,1424,Corporate Current,USD,Active,1,0,1,0
ACC000001425,1425,USD Nostro,USD,Active,1,0,1,0
ACC000001426,1426,Mobile Wallet,USD,Active,0,0,1,0
ACC000001427,1427,Call Account,ZWG,Restricted,1,0,1,0
ACC000001428,1428,Money Market,ZWG,Restricted,1,0,1,0
ACC000001429,1429,Corporate Current,USD,Active,1,0,1,0
ACC000001430,1430,Savings,EUR,Active,0,1,1,1
ACC000001431,1431,Savings,USD,Active,1,0,1,1
ACC000001432,1432,Call Account,USD,Active,1,0,0,0
ACC000001433,1433,Current,USD,Active,1,0,0,0
ACC000001434,1434,Savings,ZWG,Active,1,1,1,1
ACC000001435,1435,Money Market,USD,Active,1,1,1,0
ACC000001436,1436,Mobile Wallet,USD,Active,1,0,1,0
ACC000001437,1437,Corporate Current,USD,Active,1,1,0,1
ACC000001438,1438,USD Nostro,USD,Restricted,0,1,0,1
ACC000001439,1439,USD Nostro,ZWG,Restricted,1,1,0,0
ACC000001440,1440,Current,USD,Active,1,1,1,1
ACC000001441,1441,Corporate Current,USD,Active,0,0,0,0
ACC000001442,1442,Mobile Wallet,USD,Active,1,1,1,1
ACC000001443,1443,USD Nostro,USD,Active,1,0,1,1
ACC000001444,1444,Call Account,USD,Active,1,1,1,0
ACC000001445,1445,Call Account,USD,Active,0,1,1,0
ACC000001446,1446,Corporate Current,USD,Active,1,1,0,0
ACC000001447,1447,Corporate Current,USD,Active,1,0,0,1
ACC000001448,1448,Mobile Wallet,USD,Active,0,1,0,0
ACC000001449,1449,Money Market,USD,Active,0,0,1,0
ACC000001450,1450,Corporate Current,EUR,Active,1,0,1,0
ACC000001451,1451,Current,ZWG,Active,1,0,1,0
ACC000001452,1452,USD Nostro,USD,Dormant,0,1,1,1
ACC000001453,1453,Savings,ZAR,Dormant,1,1,1,0
ACC000001454,1454,Corporate Current,USD,Active,1,1,1,0
ACC000001455,1455,Current,USD,Active,0,1,1,0
ACC000001456,1456,Money Market,GBP,Active,1,1,1,0
ACC000001457,1457,USD Nostro,GBP,Active,1,1,1,0
ACC000001458,1458,Call Account,USD,Active,1,1,1,0
ACC000001459,1459,Call Account,USD,Active,1,1,1,1
ACC000001460,1460,Mobile Wallet,USD,Active,1,1,1,0
ACC000001461,1461,Savings,USD,Active,1,1,1,1
ACC000001462,1462,USD Nostro,ZWG,Active,1,1,0,0
ACC000001463,1463,Corporate Current,USD,Active,1,1,1,0
ACC000001464,1464,Current,USD,Active,1,1,1,0
ACC000001465,1465,Current,USD,Active,0,1,1,1
ACC000001466,1466,USD Nostro,USD,Active,1,1,1,1
ACC000001467,1467,Money Market,USD,Restricted,0,1,1,0
ACC000001468,1468,USD Nostro,USD,Dormant,1,1,1,0
ACC000001469,1469,Call Account,USD,Active,1,1,1,0
ACC000001470,1470,Money Market,ZWG,Active,0,1,0,0
ACC000001471,1471,Savings,USD,Restricted,1,1,1,0
ACC000001472,1472,Call Account,ZAR,Active,1,1,0,0
ACC000001473,1473,Current,USD,Active,1,1,1,0
ACC000001474,1474,USD Nostro,USD,Dormant,1,1,1,0
ACC000001475,1475,Corporate Current,ZWG,Active,1,1,1,0
ACC000001476,1476,Savings,USD,Active,1,0,1,1
ACC000001477,1477,USD Nostro,USD,Active,0,1,1,0
ACC000001478,1478,Savings,ZWG,Active,1,1,1,0
ACC000001479,1479,Corporate Current,ZWG,Active,1,0,1,0
ACC000001480,1480,Call Account,USD,Active,1,1,0,1
ACC000001481,1481,USD Nostro,ZWG,Dormant,1,1,1,0
ACC000001482,1482,Mobile Wallet,USD,Active,1,0,1,1
ACC000001483,1483,USD Nostro,USD,Active,0,1,1,0
ACC000001484,1484,Current,USD,Active,1,1,1,1
ACC000001485,1485,Corporate Current,USD,Active,1,1,1,0
ACC000001486,1486,Money Market,USD,Active,0,0,1,0
ACC000001487,1487,Call Account,USD,Active,1,1,1,0
ACC000001488,1488,Call Account,USD,Active,1,1,0,1
ACC000001489,1489,Mobile Wallet,USD,Active,1,1,1,0
ACC000001490,1490,Mobile Wallet,USD,Active,1,0,1,0
ACC000001491,1491,Call Account,USD,Active,1,0,1,1
ACC000001492,1492,Current,ZWG,Active,1,0,1,0
ACC000001493,1493,Corporate Current,ZWG,Active,1,1,1,0
ACC000001494,1494,Mobile Wallet,ZWG,Active,1,0,1,0
ACC000001495,1495,Money Market,USD,Active,1,1,1,0
ACC000001496,1496,Money Market,USD,Active,1,1,1,0
ACC000001497,1497,Corporate Current,GBP,Active,1,1,1,1
ACC000001498,1498,Current,ZAR,Active,1,1,0,1
ACC000001499,1499,Savings,ZAR,Active,1,0,0,0
ACC000001500,1500,Mobile Wallet,GBP,Active,1,0,0,0
ACC000001501,1501,Mobile Wallet,ZAR,Active,1,0,1,0
ACC000001502,1502,USD Nostro,USD,Active,1,1,1,1
ACC000001503,1503,Call Account,USD,Active,1,1,1,0
ACC000001504,1504,Current,ZAR,Active,1,1,1,0
ACC000001505,1505,Corporate Current,USD,Active,1,1,1,0
ACC000001506,1506,Current,USD,Dormant,0,0,1,0
ACC000001507,1507,Savings,USD,Active,0,0,0,0
ACC000001508,1508,Current,EUR,Active,1,0,1,0
ACC000001509,1509,Money Market,ZWG,Active,1,0,0,0
ACC000001510,1510,Mobile Wallet,USD,Active,1,1,1,0
ACC000001511,1511,USD Nostro,USD,Active,1,1,1,1
ACC000001512,1512,Savings,USD,Active,1,1,1,0
ACC000001513,1513,Current,USD,Active,1,0,1,0
ACC000001514,1514,Savings,USD,Active,1,1,1,1
ACC000001515,1515,Call Account,USD,Active,1,1,1,0
ACC000001516,1516,Savings,USD,Active,1,0,1,0
ACC000001517,1517,Mobile Wallet,ZWG,Active,1,0,1,0
ACC000001518,1518,Current,USD,Active,1,1,1,0
ACC000001519,1519,Savings,ZWG,Active,1,1,1,0
ACC000001520,1520,Corporate Current,USD,Active,1,0,1,0
ACC000001521,1521,USD Nostro,ZAR,Restricted,1,0,1,0
ACC000001522,1522,Mobile Wallet,USD,Active,1,1,1,0
ACC000001523,1523,Corporate Current,USD,Active,1,1,1,0
ACC000001524,1524,Money Market,ZWG,Active,1,1,1,0
ACC000001525,1525,USD Nostro,GBP,Active,1,0,1,0
ACC000001526,1526,Mobile Wallet,USD,Active,1,0,1,0
ACC000001527,1527,Savings,USD,Active,0,0,0,1
ACC000001528,1528,USD Nostro,USD,Active,1,1,1,0
ACC000001529,1529,Call Account,ZWG,Active,1,0,1,0
ACC000001530,1530,Current,USD,Active,1,1,1,0
ACC000001531,1531,USD Nostro,USD,Active,1,1,1,1
ACC000001532,1532,USD Nostro,USD,Active,1,0,1,1
ACC000001533,1533,Current,USD,Active,1,1,1,0
ACC000001534,1534,USD Nostro,USD,Active,1,1,0,0
ACC000001535,1535,Current,USD,Active,1,1,1,1
ACC000001536,1536,Mobile Wallet,USD,Active,1,1,1,0
ACC000001537,1537,Corporate Current,ZWG,Active,1,1,1,0
ACC000001538,1538,Corporate Current,GBP,Active,0,1,1,0
ACC000001539,1539,Call Account,USD,Active,1,1,1,0
ACC000001540,1540,USD Nostro,ZWG,Active,0,1,1,0
ACC000001541,1541,Money Market,ZWG,Active,1,1,1,0
ACC000001542,1542,Current,USD,Active,1,1,0,1
ACC000001543,1543,Current,EUR,Active,1,1,1,0
ACC000001544,1544,USD Nostro,ZAR,Active,1,1,1,0
ACC000001545,1545,Call Account,USD,Active,1,1,0,1
ACC000001546,1546,Mobile Wallet,ZWG,Active,1,0,1,0
ACC000001547,1547,Corporate Current,ZWG,Active,1,1,1,0
ACC000001548,1548,Mobile Wallet,ZWG,Active,1,0,1,0
ACC000001549,1549,Savings,ZWG,Active,1,0,0,1
ACC000001550,1550,Call Account,USD,Active,1,0,1,0
ACC000001551,1551,Corporate Current,USD,Active,1,1,1,1
ACC000001552,1552,Savings,ZWG,Active,1,1,1,1
ACC000001553,1553,Savings,ZAR,Restricted,1,1,1,0
ACC000001554,1554,Mobile Wallet,USD,Active,0,1,1,1
ACC000001555,1555,Mobile Wallet,USD,Active,1,0,1,1
ACC000001556,1556,Current,ZWG,Active,0,1,1,0
ACC000001557,1557,Savings,USD,Restricted,0,1,1,0
ACC000001558,1558,Savings,ZWG,Restricted,1,1,1,0
ACC000001559,1559,Savings,USD,Active,1,1,0,0
ACC000001560,1560,Mobile Wallet,USD,Active,1,0,0,0
ACC000001561,1561,Money Market,ZWG,Active,1,0,0,1
ACC000001562,1562,Mobile Wallet,USD,Active,1,1,1,0
ACC000001563,1563,Money Market,USD,Active,1,0,0,0
ACC000001564,1564,Corporate Current,USD,Active,0,1,1,1
ACC000001565,1565,Mobile Wallet,USD,Active,1,1,1,0
ACC000001566,1566,Corporate Current,USD,Dormant,1,1,1,0
ACC000001567,1567,Savings,USD,Active,1,1,0,0
ACC000001568,1568,Mobile Wallet,USD,Active,1,1,1,1
ACC000001569,1569,Current,USD,Active,1,0,1,0
ACC000001570,1570,Savings,USD,Active,1,1,1,0
ACC000001571,1571,Current,ZAR,Active,1,0,1,0
ACC000001572,1572,Corporate Current,ZWG,Active,0,1,0,1
ACC000001573,1573,Corporate Current,USD,Active,0,0,1,0
ACC000001574,1574,Money Market,USD,Dormant,0,1,1,0
ACC000001575,1575,Money Market,USD,Active,1,1,1,0
ACC000001576,1576,Savings,USD,Active,1,1,0,1
ACC000001577,1577,Corporate Current,USD,Active,1,1,0,0
ACC000001578,1578,Corporate Current,USD,Active,1,1,0,1
ACC000001579,1579,Savings,USD,Active,1,1,0,1
ACC000001580,1580,USD Nostro,USD,Active,1,0,1,0
ACC000001581,1581,Corporate Current,ZWG,Active,1,1,1,0
ACC000001582,1582,Savings,USD,Active,0,0,1,0
ACC000001583,1583,Savings,USD,Active,0,1,1,0
ACC000001584,1584,Money Market,ZWG,Active,0,1,0,0
ACC000001585,1585,Current,ZWG,Active,1,0,1,1
ACC000001586,1586,Mobile Wallet,USD,Active,1,1,1,1
ACC000001587,1587,Money Market,USD,Restricted,0,0,1,0
ACC000001588,1588,Savings,USD,Restricted,1,0,1,0
ACC000001589,1589,USD Nostro,ZWG,Active,1,1,1,0
ACC000001590,1590,USD Nostro,USD,Active,1,0,1,0
ACC000001591,1591,Corporate Current,USD,Active,1,0,0,0
ACC000001592,1592,USD Nostro,USD,Active,1,1,1,1
ACC000001593,1593,Current,ZWG,Active,1,0,0,0
ACC000001594,1594,Corporate Current,USD,Active,1,0,1,0
ACC000001595,1595,Current,ZAR,Active,1,0,1,0
ACC000001596,1596,Call Account,USD,Active,1,1,1,1
ACC000001597,1597,Current,GBP,Active,1,1,0,1
ACC000001598,1598,Call Account,EUR,Active,1,0,1,0
ACC000001599,1599,Current,USD,Active,0,1,1,0
ACC000001600,1600,USD Nostro,USD,Active,1,0,1,1
ACC000001601,1601,USD Nostro,USD,Active,0,1,0,1
ACC000001602,1602,Money Market,USD,Active,1,1,1,0
ACC000001603,1603,Current,ZAR,Active,1,1,1,0
ACC000001604,1604,Current,USD,Active,0,0,0,0
ACC000001605,1605,Call Account,USD,Active,1,1,0,1
ACC000001606,1606,Savings,USD,Active,1,1,0,1
ACC000001607,1607,Current,USD,Active,1,1,1,0
ACC000001608,1608,Corporate Current,USD,Active,1,1,1,0
ACC000001609,1609,Savings,ZWG,Active,1,0,1,1
ACC000001610,1610,Mobile Wallet,ZWG,Active,1,0,1,1
ACC000001611,1611,Call Account,USD,Restricted,0,0,0,1
ACC000001612,1612,Corporate Current,ZWG,Active,0,1,1,1
ACC000001613,1613,USD Nostro,USD,Active,1,0,0,0
ACC000001614,1614,Corporate Current,ZAR,Active,0,1,1,0
ACC000001615,1615,Savings,ZAR,Active,1,0,1,0
ACC000001616,1616,Savings,USD,Active,0,1,1,1
ACC000001617,1617,Current,USD,Active,1,1,1,0
ACC000001618,1618,Corporate Current,ZAR,Active,1,1,1,0
ACC000001619,1619,Mobile Wallet,ZAR,Active,1,0,1,1
ACC000001620,1620,Corporate Current,ZWG,Active,1,0,0,0
ACC000001621,1621,Corporate Current,ZWG,Active,1,1,0,0
ACC000001622,1622,Current,ZWG,Active,1,1,1,1
ACC000001623,1623,Mobile Wallet,USD,Active,1,1,1,0
ACC000001624,1624,Mobile Wallet,USD,Active,0,1,0,0
ACC000001625,1625,Savings,ZAR,Dormant,0,0,1,0
ACC000001626,1626,Corporate Current,ZWG,Active,1,1,1,0
ACC000001627,1627,Corporate Current,ZWG,Active,1,0,0,0
ACC000001628,1628,Mobile Wallet,USD,Active,1,1,0,1
ACC000001629,1629,Current,ZWG,Active,1,1,1,1
ACC000001630,1630,Call Account,USD,Active,1,1,1,1
ACC000001631,1631,Mobile Wallet,USD,Restricted,1,0,1,0
ACC000001632,1632,Mobile Wallet,EUR,Active,1,1,0,0
