link_id,customer_id_1,customer_id_2,link_type,link_strength
CL00004184,3641,9184,shared_beneficial_owner,0.478
CL00004185,15677,36682,shared_beneficial_owner,0.434
CL00004186,49414,38316,shared_beneficial_owner,0.996
CL00004187,31469,25323,shared_director,0.579
CL00004188,8375,22595,shared_phone,0.986
CL00004189,48600,49244,shared_address,0.519
CL00004190,36785,37894,shared_director,0.789
CL00004191,44442,7333,shared_address,0.896
CL00004192,10798,7419,shared_address,0.937
CL00004193,11044,29453,shared_director,0.522
CL00004194,15315,29563,shared_director,0.721
CL00004195,33012,47889,shared_address,0.413
CL00004196,1735,36185,shared_phone,0.6
CL00004197,27632,48212,shared_director,0.584
CL00004198,22781,19101,shared_director,0.856
CL00004199,20362,45512,shared_address,0.929
CL00004200,14207,21572,shared_director,0.481
CL00004201,39829,39417,shared_beneficial_owner,0.789
CL00004202,28989,5066,shared_director,0.614
CL00004203,18205,33467,shared_address,0.484
CL00004204,4266,7958,shared_address,0.891
CL00004205,34814,47286,shared_phone,0.966
CL00004206,27160,7538,related_party,0.473
CL00004207,26754,1283,shared_director,0.448
CL00004208,20319,32065,related_party,0.409
CL00004209,29796,21390,related_party,0.684
CL00004210,34084,32622,shared_beneficial_owner,0.768
CL00004211,9509,47862,shared_phone,0.655
CL00004212,23759,11436,shared_beneficial_owner,0.787
CL00004213,20598,7711,shared_beneficial_owner,0.756
CL00004214,28018,21954,shared_phone,0.715
CL00004215,47648,49555,shared_director,0.648
CL00004216,31251,18098,shared_director,0.45
CL00004217,33012,37777,shared_phone,0.621
CL00004218,6833,37736,shared_phone,0.664
CL00004219,21820,30016,related_party,0.517
CL00004220,31239,35390,shared_beneficial_owner,0.805
CL00004221,43833,1317,shared_beneficial_owner,0.643
CL00004222,13347,25728,shared_address,0.527
CL00004223,1124,31520,shared_address,0.779
CL00004224,4790,16863,shared_beneficial_owner,0.816
CL00004225,11794,4576,related_party,0.796
CL00004226,41783,27160,shared_director,0.502
CL00004227,30294,42801,shared_address,0.884
CL00004228,38412,46830,shared_address,0.404
CL00004229,41674,43078,shared_address,0.557
CL00004230,43351,37884,shared_director,0.775
CL00004231,22339,628,shared_director,0.783
CL00004232,26633,33451,shared_director,0.552
CL00004233,43403,34097,shared_address,0.822
CL00004234,2391,43732,related_party,0.794
CL00004235,32569,24305,shared_director,0.741
CL00004236,7220,46822,shared_beneficial_owner,0.448
CL00004237,9726,34260,shared_phone,0.765
CL00004238,9165,41655,shared_beneficial_owner,0.798
CL00004239,36300,36778,shared_director,0.453
CL00004240,12816,35747,related_party,0.495
CL00004241,39095,14772,shared_director,0.997
CL00004242,29226,44768,shared_director,0.944
CL00004243,25469,18962,shared_address,0.675
CL00004244,46687,6848,shared_address,0.525
CL00004245,46223,39314,related_party,0.982
CL00004246,11135,3477,shared_beneficial_owner,0.593
CL00004247,26280,26234,shared_director,0.799
CL00004248,22895,9596,shared_director,0.719
CL00004249,43645,38355,shared_beneficial_owner,0.875
CL00004250,19080,1937,shared_director,0.736
CL00004251,7351,46326,shared_address,0.669
CL00004252,4723,43414,shared_address,0.494
CL00004253,32190,28704,shared_address,0.468
CL00004254,44760,41688,shared_director,0.7
CL00004255,34860,14891,shared_address,0.75
CL00004256,44192,43379,shared_address,0.879
CL00004257,30682,48675,shared_address,0.404
CL00004258,48348,44059,shared_phone,0.402
CL00004259,21623,37557,shared_director,0.614
CL00004260,30049,30126,related_party,0.75
CL00004261,7294,34831,shared_phone,0.922
CL00004262,24544,16107,shared_beneficial_owner,0.413
CL00004263,45132,12505,shared_address,0.917
CL00004264,12911,5593,shared_beneficial_owner,0.54
CL00004265,7693,24713,shared_director,0.7
CL00004266,33209,2846,shared_beneficial_owner,1.0
CL00004267,1961,30856,shared_phone,0.645
CL00004268,14394,8018,shared_director,0.609
CL00004269,15880,38690,shared_beneficial_owner,0.543
CL00004270,42679,7531,shared_beneficial_owner,0.658
CL00004271,16394,41969,shared_phone,0.425
CL00004272,18205,863,shared_director,0.586
CL00004273,8608,43588,shared_director,0.504
CL00004274,32527,18471,shared_phone,0.424
CL00004275,28673,34488,shared_beneficial_owner,0.436
CL00004276,46731,27429,shared_phone,0.696
CL00004277,20111,16725,related_party,0.824
CL00004278,47947,26854,shared_beneficial_owner,0.535
CL00004279,17333,14835,shared_beneficial_owner,0.424
CL00004280,23165,31061,shared_beneficial_owner,0.547
CL00004281,40988,6350,shared_beneficial_owner,0.415
CL00004282,47976,24732,shared_phone,0.828
CL00004283,45500,48539,shared_address,0.983
CL00004284,37135,8936,related_party,0.69
CL00004285,31514,11733,shared_director,0.711
CL00004286,28568,2398,shared_phone,0.759
CL00004287,10215,16254,shared_address,0.965
CL00004288,6833,13812,shared_phone,0.673
CL00004289,29160,44979,shared_phone,0.403
CL00004290,29744,2190,shared_director,0.994
CL00004291,30820,18540,shared_director,0.965
CL00004292,2054,23510,shared_director,0.907
CL00004293,40654,33249,shared_director,0.778
CL00004294,12214,7343,shared_director,0.578
CL00004295,40466,3043,shared_phone,0.435
CL00004296,47084,14052,shared_address,0.889
CL00004297,42413,29470,related_party,0.584
CL00004298,8568,16656,shared_director,0.501
CL00004299,12627,36300,related_party,0.636
CL00004300,22295,32064,related_party,0.613
CL00004301,12317,47070,shared_beneficial_owner,0.414
CL00004302,4858,22373,shared_director,0.813
CL00004303,29836,38348,shared_address,0.689
CL00004304,9030,5381,shared_director,0.655
CL00004305,29466,42816,shared_address,0.49
CL00004306,39316,35893,shared_director,0.649
CL00004307,12884,38900,shared_address,0.533
CL00004308,7239,14179,shared_address,0.887
CL00004309,24835,34371,shared_address,0.521
CL00004310,26690,21874,shared_beneficial_owner,0.553
CL00004311,2126,48640,shared_phone,0.931
CL00004312,22595,18874,shared_address,0.841
CL00004313,21187,48117,shared_beneficial_owner,0.469
CL00004314,32612,49881,shared_director,0.941
CL00004315,26380,15564,shared_beneficial_owner,0.468
CL00004316,13525,3609,shared_address,0.853
CL00004317,6508,27152,shared_beneficial_owner,0.486
CL00004318,34636,44194,shared_beneficial_owner,0.736
CL00004319,42574,20614,shared_address,0.43
CL00004320,35389,46821,shared_director,0.52
CL00004321,36920,4037,shared_phone,0.846
CL00004322,24162,31374,shared_phone,0.703
CL00004323,26643,2938,shared_director,0.537
CL00004324,1490,17297,shared_phone,0.97
CL00004325,26652,33669,shared_director,0.96
CL00004326,8547,833,shared_address,0.808
CL00004327,8603,11128,shared_beneficial_owner,0.88
CL00004328,41375,44483,shared_beneficial_owner,0.646
CL00004329,40192,8966,shared_director,0.512
CL00004330,4472,35094,shared_address,0.654
CL00004331,12118,6252,shared_address,0.757
CL00004332,39305,26943,shared_director,0.954
CL00004333,43840,47370,shared_address,0.786
CL00004334,5180,20276,shared_beneficial_owner,0.694
CL00004335,29772,28755,shared_director,0.521
CL00004336,33846,27393,shared_beneficial_owner,0.798
CL00004337,12937,21850,shared_address,0.518
CL00004338,33009,9329,shared_beneficial_owner,0.407
CL00004339,34403,22125,shared_address,0.865
CL00004340,49020,34527,shared_phone,0.931
CL00004341,16854,47999,shared_address,0.602
CL00004342,38147,4402,shared_director,0.635
CL00004343,2964,22044,shared_phone,0.588
CL00004344,18451,11068,related_party,0.495
CL00004345,44651,41865,shared_director,0.892
CL00004346,71,39241,shared_beneficial_owner,0.402
CL00004347,8996,36282,shared_beneficial_owner,0.677
CL00004348,7583,1031,shared_beneficial_owner,0.675
CL00004349,12251,43,shared_director,0.919
CL00004350,45323,2945,shared_beneficial_owner,0.543
CL00004351,34090,30894,shared_beneficial_owner,0.481
CL00004352,22132,14621,shared_phone,0.67
CL00004353,17812,25953,related_party,0.874
CL00004354,11484,1861,shared_beneficial_owner,0.684
CL00004355,15462,31708,shared_director,0.631
CL00004356,21864,36045,shared_beneficial_owner,0.679
CL00004357,46299,18230,shared_phone,0.64
CL00004358,4488,31990,shared_beneficial_owner,0.716
CL00004359,41807,2540,shared_director,0.481
CL00004360,43494,14576,shared_beneficial_owner,0.492
CL00004361,14794,32098,shared_director,0.519
CL00004362,37184,15369,shared_director,0.885
CL00004363,20240,27745,shared_director,0.766
CL00004364,19657,19905,shared_address,0.977
CL00004365,6654,15839,shared_phone,0.405
CL00004366,39184,1731,shared_beneficial_owner,0.419
CL00004367,30682,46731,shared_beneficial_owner,0.524
CL00004368,30193,46039,shared_phone,0.886
CL00004369,18604,36668,shared_director,0.97
CL00004370,22927,16610,shared_beneficial_owner,0.739
CL00004371,27890,24218,shared_beneficial_owner,0.588
CL00004372,16874,23053,shared_beneficial_owner,0.977
CL00004373,36483,2745,related_party,0.444
CL00004374,20897,45999,shared_phone,0.645
CL00004375,38601,6285,shared_address,0.753
CL00004376,26474,47837,shared_phone,0.427
CL00004377,6918,39863,shared_director,0.549
CL00004378,8566,11731,shared_phone,0.568
CL00004379,37838,1153,shared_phone,0.84
CL00004380,43498,16610,shared_beneficial_owner,0.984
CL00004381,10210,22215,shared_address,0.451
CL00004382,860,44699,shared_beneficial_owner,0.501
CL00004383,11795,37454,shared_beneficial_owner,0.71
CL00004384,21767,31985,shared_director,0.849
CL00004385,44370,14745,shared_director,1.0
CL00004386,341,46223,shared_address,0.558
CL00004387,34303,14218,shared_phone,0.407
CL00004388,14726,26876,shared_address,0.57
CL00004389,3001,35504,shared_beneficial_owner,0.538
CL00004390,47452,22352,shared_director,0.815
CL00004391,359,21206,shared_beneficial_owner,0.504
CL00004392,22070,32855,shared_director,0.883
CL00004393,29349,4366,shared_phone,0.584
CL00004394,14018,4711,shared_beneficial_owner,0.78
CL00004395,31956,39028,shared_address,0.472
CL00004396,22373,39555,related_party,0.698
CL00004397,21211,290,shared_director,0.719
CL00004398,17282,15173,shared_director,0.827
CL00004399,12556,33509,shared_beneficial_owner,0.924
CL00004400,36040,40778,shared_beneficial_owner,0.516
CL00004401,44836,10390,shared_phone,0.537
CL00004402,7231,35457,shared_beneficial_owner,0.647
CL00004403,6611,37118,shared_director,0.573
CL00004404,34046,43418,shared_address,0.741
CL00004405,20220,39242,shared_phone,0.789
CL00004406,377,29528,shared_director,0.507
CL00004407,48742,48890,shared_director,0.45
CL00004408,35809,43247,shared_director,0.762
CL00004409,45891,3607,shared_director,0.621
CL00004410,40363,12530,shared_beneficial_owner,0.551
CL00004411,39185,33575,shared_director,0.649
CL00004412,44664,33986,shared_phone,0.751
CL00004413,30808,24868,shared_director,0.732
CL00004414,21421,28900,shared_beneficial_owner,0.542
CL00004415,16271,7730,related_party,0.463
CL00004416,43410,16722,shared_phone,0.704
CL00004417,32611,8855,shared_director,0.702
CL00004418,4691,44770,shared_phone,0.794
CL00004419,8847,27886,related_party,0.459
CL00004420,9440,14316,shared_phone,0.63
CL00004421,1212,48403,related_party,0.911
CL00004422,40271,41177,shared_beneficial_owner,0.666
CL00004423,19858,49472,related_party,0.506
CL00004424,46673,31516,related_party,0.71
CL00004425,24433,1523,shared_address,0.935
CL00004426,40822,13912,shared_director,0.783
CL00004427,28319,39245,shared_address,0.994
CL00004428,46335,19133,shared_director,0.512
CL00004429,5196,1697,shared_beneficial_owner,0.571
CL00004430,6016,39687,shared_beneficial_owner,0.809
CL00004431,46626,32446,shared_address,0.956
CL00004432,9043,19226,shared_address,0.519
CL00004433,42275,19566,shared_beneficial_owner,0.728
CL00004434,2593,23032,shared_phone,0.56
CL00004435,8530,33639,shared_address,0.687
CL00004436,32657,46395,shared_director,0.498
CL00004437,418,43906,shared_beneficial_owner,0.488
CL00004438,27641,32860,shared_phone,0.596
CL00004439,38224,27509,shared_director,0.774
CL00004440,8010,8114,shared_address,0.405
CL00004441,6139,36732,shared_beneficial_owner,0.514
CL00004442,47706,47614,shared_phone,0.477
CL00004443,47993,48091,shared_address,0.414
CL00004444,21388,40350,shared_director,0.455
CL00004445,28068,35888,shared_director,0.572
CL00004446,44615,41547,shared_phone,0.793
CL00004447,22808,44927,shared_address,0.876
CL00004448,42304,39788,shared_phone,0.426
CL00004449,45154,20920,shared_director,0.478
CL00004450,26620,26833,shared_director,0.768
CL00004451,37975,24713,shared_director,0.947
CL00004452,2097,23849,shared_beneficial_owner,0.796
CL00004453,48745,34631,shared_beneficial_owner,0.635
CL00004454,30079,32832,shared_beneficial_owner,0.829
CL00004455,4208,4438,shared_beneficial_owner,0.5
CL00004456,23484,49543,shared_address,0.567
CL00004457,45412,9460,shared_director,0.64
CL00004458,37689,3107,shared_director,0.715
CL00004459,49052,49137,shared_beneficial_owner,0.519
CL00004460,221,25616,shared_director,0.826
CL00004461,10520,36802,shared_phone,0.574
CL00004462,5290,42005,related_party,0.709
CL00004463,36458,9593,shared_address,0.858
CL00004464,39225,35868,shared_director,0.657
CL00004465,20364,4954,shared_director,0.821
CL00004466,40561,27826,shared_address,0.8
CL00004467,19255,25674,shared_address,0.722
CL00004468,19616,13024,shared_director,0.531
CL00004469,25326,23255,shared_phone,0.713
CL00004470,45739,44651,shared_beneficial_owner,0.793
CL00004471,1656,15160,related_party,0.566
CL00004472,23417,3495,shared_director,0.754
CL00004473,10171,8567,shared_director,0.703
CL00004474,27776,38530,shared_beneficial_owner,0.534
CL00004475,47787,16036,shared_director,0.976
CL00004476,40536,12577,shared_director,0.594
CL00004477,39305,46116,shared_beneficial_owner,0.704
CL00004478,24138,23510,shared_address,0.551
CL00004479,9174,21601,shared_director,0.886
CL00004480,9461,36974,related_party,0.984
CL00004481,20047,9143,shared_phone,0.573
CL00004482,44878,4299,shared_director,0.744
CL00004483,32835,41565,shared_director,0.909
CL00004484,44768,44451,shared_director,0.608
CL00004485,39754,37493,shared_phone,0.597
CL00004486,30231,47290,shared_director,0.705
CL00004487,48370,7558,shared_beneficial_owner,0.653
CL00004488,40510,6323,shared_phone,0.925
CL00004489,26835,10962,shared_director,0.82
CL00004490,47647,32412,related_party,0.496
CL00004491,13463,36519,shared_beneficial_owner,0.826
CL00004492,23262,40744,shared_address,0.964
CL00004493,26950,32560,shared_beneficial_owner,0.959
CL00004494,49414,32844,related_party,0.481
CL00004495,21211,4090,shared_director,0.738
CL00004496,11488,17871,shared_beneficial_owner,0.662
CL00004497,31185,29300,related_party,0.55
CL00004498,10261,24702,shared_beneficial_owner,0.732
CL00004499,13366,7425,shared_director,0.619
CL00004500,3121,3595,related_party,0.557
CL00004501,18895,20346,shared_address,0.892
CL00004502,2795,49448,shared_director,0.526
CL00004503,18356,22950,shared_address,0.466
CL00004504,44412,12911,shared_director,0.594
CL00004505,23435,11484,shared_director,0.426
CL00004506,47630,739,related_party,0.979
CL00004507,37042,47921,shared_phone,0.445
CL00004508,27715,49746,shared_beneficial_owner,0.513
CL00004509,27749,25469,shared_address,0.947
CL00004510,45269,24888,shared_beneficial_owner,0.736
CL00004511,33451,39642,shared_address,0.475
CL00004512,45666,9506,shared_beneficial_owner,0.695
CL00004513,31014,20438,shared_director,0.913
CL00004514,28679,17374,shared_director,0.543
CL00004515,10194,49580,related_party,0.921
CL00004516,33172,20261,shared_beneficial_owner,0.689
CL00004517,12640,6442,shared_address,0.419
CL00004518,44723,47884,shared_phone,0.454
CL00004519,17704,35272,shared_beneficial_owner,0.658
CL00004520,34929,24131,shared_address,0.501
CL00004521,3117,29429,shared_phone,0.913
CL00004522,7554,49052,related_party,0.415
CL00004523,37791,18545,shared_address,0.544
CL00004524,24136,47884,shared_director,0.647
CL00004525,25662,40118,shared_beneficial_owner,0.58
CL00004526,2398,43152,shared_director,0.413
CL00004527,28669,28283,shared_director,0.512
CL00004528,7235,42654,shared_beneficial_owner,0.837
CL00004529,9598,13570,shared_beneficial_owner,0.954
CL00004530,35935,18090,shared_director,0.932
CL00004531,20288,1710,shared_address,0.786
CL00004532,46291,7022,shared_address,0.449
CL00004533,36103,46625,shared_beneficial_owner,0.78
CL00004534,1640,16396,shared_director,0.678
CL00004535,48978,45407,shared_director,0.703
CL00004536,19222,803,shared_address,0.835
CL00004537,36974,34496,shared_director,0.917
CL00004538,33292,10399,shared_phone,0.535
CL00004539,9084,41940,shared_director,0.51
CL00004540,18636,18980,shared_director,0.871
CL00004541,23757,23150,shared_phone,0.66
CL00004542,4201,36994,shared_director,0.683
CL00004543,8078,45752,shared_beneficial_owner,0.744
CL00004544,37645,28739,shared_director,0.491
CL00004545,23594,1784,related_party,0.977
CL00004546,35570,41606,shared_beneficial_owner,0.717
CL00004547,4297,17374,shared_address,0.696
CL00004548,34746,42254,shared_director,0.434
CL00004549,37674,15084,shared_beneficial_owner,0.664
CL00004550,25045,5725,related_party,0.577
CL00004551,45281,30441,shared_beneficial_owner,0.583
CL00004552,48401,36162,shared_director,0.996
CL00004553,34227,13237,shared_beneficial_owner,0.882
CL00004554,46039,34305,shared_beneficial_owner,0.983
CL00004555,30808,8445,shared_director,0.751
CL00004556,18772,27100,shared_beneficial_owner,0.915
CL00004557,24622,2740,shared_phone,0.893
CL00004558,34961,45429,shared_address,0.438
CL00004559,38905,45721,shared_beneficial_owner,0.425
CL00004560,39742,49628,shared_beneficial_owner,0.674
CL00004561,14996,28833,shared_director,0.902
CL00004562,48254,28623,shared_director,0.575
CL00004563,17666,4787,shared_director,0.446
CL00004564,23693,9393,shared_phone,0.629
CL00004565,12825,19390,shared_phone,0.631
CL00004566,12026,33069,shared_address,0.81
CL00004567,46467,36321,related_party,0.75
CL00004568,48283,20800,shared_address,0.835
CL00004569,40146,7951,shared_director,0.528
CL00004570,2946,46443,shared_director,0.601
CL00004571,46688,3834,shared_director,0.435
CL00004572,16885,29705,shared_director,0.902
CL00004573,7855,30775,shared_address,0.788
CL00004574,25381,18457,shared_phone,0.537
CL00004575,42772,37444,shared_beneficial_owner,0.838
CL00004576,347,34192,shared_address,0.401
CL00004577,5771,7605,related_party,0.919
CL00004578,22662,11575,shared_beneficial_owner,0.753
CL00004579,44215,40147,shared_director,0.868
CL00004580,33852,23145,shared_beneficial_owner,0.549
CL00004581,35203,26514,shared_director,0.901
CL00004582,41779,26378,shared_director,0.649
CL00004583,27335,21911,shared_director,0.476
CL00004584,38355,26654,shared_director,0.727
CL00004585,39848,18910,shared_phone,0.703
CL00004586,1028,6729,shared_director,0.934
CL00004587,11940,6674,shared_phone,0.759
CL00004588,11050,26696,shared_phone,0.758
CL00004589,31123,31140,shared_address,0.586
CL00004590,22617,47091,related_party,0.591
CL00004591,22492,4141,shared_phone,0.731
CL00004592,33329,18845,shared_address,0.647
CL00004593,628,19961,shared_phone,0.788
CL00004594,34877,29847,shared_director,0.771
CL00004595,22863,49785,related_party,0.78
CL00004596,42732,17333,shared_beneficial_owner,0.742
CL00004597,35615,42031,shared_phone,0.464
CL00004598,14504,31759,shared_beneficial_owner,0.48
CL00004599,39461,1103,shared_director,0.575
CL00004600,3444,4093,shared_director,0.657
CL00004601,43781,13738,shared_beneficial_owner,0.666
CL00004602,36766,2945,shared_beneficial_owner,0.911
CL00004603,28647,4232,shared_address,0.6
CL00004604,11472,7732,shared_director,0.401
CL00004605,30625,36188,shared_director,0.572
CL00004606,9797,6026,shared_beneficial_owner,0.653
CL00004607,47592,26828,shared_address,0.565
CL00004608,26976,12075,shared_phone,0.899
CL00004609,19007,35305,shared_address,0.412
CL00004610,47292,20987,shared_address,0.852
CL00004611,39880,19222,shared_beneficial_owner,0.504
CL00004612,38950,19452,shared_beneficial_owner,0.717
CL00004613,16569,37460,shared_beneficial_owner,0.576
CL00004614,38249,48956,shared_director,0.898
CL00004615,1811,15464,shared_address,0.97
CL00004616,38316,5882,shared_director,0.472
CL00004617,46397,48678,shared_address,0.64
CL00004618,19345,46610,shared_address,0.465
CL00004619,8144,3661,shared_address,0.982
CL00004620,35812,15488,shared_director,0.738
CL00004621,11509,46217,shared_director,0.472
CL00004622,42706,40497,shared_beneficial_owner,0.692
CL00004623,25674,39369,shared_director,0.932
CL00004624,15640,16971,shared_director,0.716
CL00004625,5986,31288,shared_beneficial_owner,0.836
CL00004626,22906,30480,shared_phone,0.411
CL00004627,9388,10835,shared_director,0.856
CL00004628,15960,49701,shared_address,0.525
CL00004629,22808,29939,shared_address,0.65
CL00004630,30482,41547,related_party,0.99
CL00004631,25783,22629,shared_beneficial_owner,0.716
CL00004632,9076,7000,shared_beneficial_owner,0.577
CL00004633,8994,33508,shared_beneficial_owner,0.953
CL00004634,45045,35721,shared_beneficial_owner,0.608
CL00004635,1973,34781,shared_director,0.48
CL00004636,35635,13705,shared_phone,0.885
CL00004637,6252,13254,related_party,0.741
CL00004638,2686,21448,shared_director,0.979
CL00004639,46623,35953,shared_address,0.663
CL00004640,23757,22191,shared_beneficial_owner,0.927
CL00004641,8989,23235,shared_beneficial_owner,0.883
CL00004642,49440,7820,shared_director,0.411
CL00004643,6188,26117,shared_address,0.637
CL00004644,31762,42904,shared_beneficial_owner,0.632
CL00004645,6558,28148,shared_phone,0.67
CL00004646,35069,49697,shared_phone,0.876
CL00004647,20329,10651,shared_director,0.742
CL00004648,3152,28945,shared_director,0.848
CL00004649,7749,16819,shared_address,0.726
CL00004650,27506,38334,shared_phone,0.698
CL00004651,20907,49099,shared_beneficial_owner,0.82
CL00004652,988,22085,shared_director,0.938
CL00004653,38895,39527,related_party,0.453
CL00004654,46214,42832,shared_director,0.903
CL00004655,42574,11209,shared_director,0.464
CL00004656,47447,38482,shared_address,0.898
CL00004657,14144,31231,related_party,0.643
CL00004658,9742,43403,related_party,0.787
CL00004659,49729,46065,shared_beneficial_owner,0.47
CL00004660,1176,17417,shared_address,0.567
CL00004661,3072,46553,shared_address,0.732
CL00004662,33375,5409,shared_phone,0.951
CL00004663,37757,31220,shared_address,0.961
CL00004664,43579,26074,shared_beneficial_owner,0.809
CL00004665,15330,29277,shared_phone,0.916
CL00004666,4463,16071,shared_beneficial_owner,0.748
CL00004667,38733,10261,shared_director,0.687
CL00004668,46643,11710,related_party,0.425
CL00004669,25338,49078,shared_director,0.606
CL00004670,29528,36500,shared_director,0.743
CL00004671,21910,31519,shared_beneficial_owner,0.664
CL00004672,27846,5675,shared_director,0.968
CL00004673,6525,7863,shared_address,0.674
CL00004674,11733,31754,shared_address,0.557
CL00004675,7227,10026,shared_beneficial_owner,0.582
CL00004676,15820,37390,shared_address,0.483
CL00004677,4339,1653,shared_phone,0.42
CL00004678,13618,8833,related_party,0.917
CL00004679,16946,37181,shared_address,0.967
CL00004680,7492,13272,shared_beneficial_owner,0.501
CL00004681,14144,24713,shared_director,0.648
CL00004682,8994,7622,shared_director,0.891
CL00004683,32839,2898,shared_director,0.609
CL00004684,30859,15258,shared_phone,0.419
CL00004685,1355,4140,shared_director,0.73
CL00004686,14622,26776,shared_beneficial_owner,0.538
CL00004687,43178,11427,shared_director,0.464
CL00004688,19424,42680,shared_phone,0.523
CL00004689,39687,23601,shared_phone,0.628
CL00004690,1228,33803,shared_beneficial_owner,0.622
CL00004691,42692,49652,shared_director,0.673
CL00004692,25170,48076,shared_beneficial_owner,0.568
CL00004693,35538,7425,shared_phone,0.983
CL00004694,19750,25783,related_party,0.582
CL00004695,33584,13333,shared_beneficial_owner,0.983
CL00004696,37902,9043,shared_phone,0.784
CL00004697,24407,39640,shared_director,0.918
CL00004698,31231,3034,related_party,0.765
CL00004699,31005,29426,shared_director,0.428
CL00004700,30160,2315,shared_address,0.843
CL00004701,39561,3497,shared_address,0.804
CL00004702,32106,33949,shared_beneficial_owner,0.951
CL00004703,29863,36718,shared_phone,0.494
CL00004704,31141,39544,related_party,0.443
CL00004705,35260,25864,shared_director,0.645
CL00004706,495,38592,shared_director,0.469
CL00004707,10573,23746,related_party,0.813
CL00004708,43772,11327,related_party,0.451
CL00004709,1217,32064,shared_address,0.446
CL00004710,5196,13405,shared_address,0.728
CL00004711,37812,17365,shared_beneficial_owner,0.442
CL00004712,47672,35602,shared_beneficial_owner,0.961
CL00004713,2368,46162,shared_phone,0.502
CL00004714,20748,9660,shared_director,0.688
CL00004715,11574,40649,shared_director,0.559
CL00004716,40675,27243,shared_address,0.991
CL00004717,7490,36536,shared_phone,0.597
CL00004718,31375,28011,shared_director,0.435
CL00004719,30808,39948,shared_director,0.732
CL00004720,36523,37975,shared_director,0.443
CL00004721,47531,1124,shared_address,0.787
CL00004722,1490,17670,shared_address,0.878
CL00004723,27840,7151,related_party,0.586
CL00004724,42225,2690,shared_address,0.559
CL00004725,28614,11591,related_party,0.801
CL00004726,49546,48684,shared_director,0.866
CL00004727,11772,46516,related_party,0.49
CL00004728,14018,14074,shared_address,0.756
CL00004729,28514,39465,shared_address,0.982
CL00004730,32425,13158,shared_director,0.857
CL00004731,33656,33414,shared_beneficial_owner,0.941
CL00004732,22383,20949,shared_beneficial_owner,0.95
CL00004733,15359,11112,related_party,0.869
CL00004734,7191,48615,shared_beneficial_owner,0.686
CL00004735,18460,2190,shared_beneficial_owner,0.498
CL00004736,45412,13013,shared_phone,0.432
CL00004737,48078,45507,shared_beneficial_owner,0.862
CL00004738,21091,15977,shared_address,0.416
CL00004739,14537,22366,shared_address,0.612
CL00004740,28315,36853,shared_director,0.563
CL00004741,19082,8643,shared_phone,0.821
CL00004742,4520,18104,related_party,0.597
CL00004743,5875,38593,related_party,0.729
CL00004744,16406,39625,shared_phone,0.468
CL00004745,11425,49028,shared_beneficial_owner,0.607
CL00004746,7694,31093,shared_beneficial_owner,0.44
CL00004747,45634,45452,shared_address,0.729
CL00004748,48124,10609,shared_phone,0.558
CL00004749,30266,18782,shared_beneficial_owner,0.669
CL00004750,34258,48271,shared_director,0.705
CL00004751,25400,24963,related_party,0.545
CL00004752,8739,44836,shared_beneficial_owner,0.944
CL00004753,30496,377,shared_phone,0.924
CL00004754,41073,42757,related_party,0.954
CL00004755,12882,7482,related_party,0.436
CL00004756,7440,24395,shared_director,0.59
CL00004757,28286,4194,shared_address,0.532
CL00004758,40492,34984,shared_beneficial_owner,0.431
CL00004759,38149,27066,shared_beneficial_owner,0.447
CL00004760,18900,45491,shared_beneficial_owner,0.857
CL00004761,49723,11156,shared_address,0.656
CL00004762,9414,1194,shared_phone,0.63
CL00004763,14100,37162,shared_address,0.643
CL00004764,3314,16860,shared_director,0.696
CL00004765,27168,10918,shared_phone,0.815
CL00004766,44546,49930,shared_beneficial_owner,0.571
CL00004767,33009,40068,shared_director,0.989
CL00004768,16845,1136,shared_director,0.943
CL00004769,28115,10783,shared_phone,0.581
CL00004770,15770,34883,shared_beneficial_owner,0.804
CL00004771,40248,27708,shared_director,0.432
CL00004772,10518,19905,shared_phone,0.595
CL00004773,5901,2414,shared_address,0.871
CL00004774,15015,21897,related_party,0.927
CL00004775,18095,20150,shared_director,0.413
CL00004776,29605,22870,shared_address,0.865
CL00004777,36575,33719,shared_beneficial_owner,0.937
CL00004778,26092,10757,shared_director,0.653
CL00004779,33069,7732,shared_beneficial_owner,0.575
CL00004780,4787,48416,shared_address,0.492
CL00004781,45919,19246,related_party,0.822
CL00004782,4994,2519,shared_director,0.97
CL00004783,27087,24255,related_party,0.418
CL00004784,40828,4096,shared_director,0.731
CL00004785,32770,49472,shared_beneficial_owner,0.748
CL00004786,39805,15858,shared_address,0.597
CL00004787,20949,28153,shared_director,0.973
CL00004788,17621,38464,shared_phone,0.746
CL00004789,47660,4924,shared_director,0.881
CL00004790,23766,8117,related_party,0.777
CL00004791,27561,38169,shared_beneficial_owner,0.578
CL00004792,6404,5498,shared_address,0.679
CL00004793,44720,17291,shared_director,0.796
CL00004794,42642,4723,shared_beneficial_owner,0.835
CL00004795,35794,21948,shared_beneficial_owner,0.431
CL00004796,38836,14950,shared_address,0.672
CL00004797,41588,7368,shared_director,0.978
CL00004798,43080,38732,shared_beneficial_owner,0.426
CL00004799,17393,23528,shared_address,0.666
CL00004800,49544,35796,shared_phone,0.793
CL00004801,47918,24283,shared_director,0.869
CL00004802,40931,33483,shared_director,0.588
CL00004803,34881,2546,shared_director,0.902
CL00004804,35305,4600,shared_beneficial_owner,0.795
