customer_id,customer_name,entity_type,country,country_code,province,sector,business_type,occupation,date_opened,account_age_days,annual_income_or_revenue_estimate,expected_monthly_turnover,employee_count,beneficial_owner_count,pep_flag,adverse_media_flag,sanctions_watchlist_flag,previous_sar_flag,high_risk_industry_flag,source_of_funds_verified,address_verified,phone_verified,email_verified,tax_pin_verified,kyc_review_overdue_flag,dormant_account_flag,linked_accounts_count,linked_cards_count,foreign_national_flag,shared_address_group,shared_phone_group,shell_company_flag,kyc_risk_band,synthetic_suspicious_flag
1484,Customer_0001484,Individual,Botswana,BW,Manicaland,NGO,Not Applicable,Unemployed,2017-12-01 23:42:17,2951,17093.92,124593.88,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,0,1,9044,1855,0,Low,0
1485,Customer_0001485,Individual,Mauritius,MU,Manicaland,NGO,Not Applicable,Civil Servant,2020-11-23 08:48:05,1863,4036.4,16143.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,11822,1472,0,Low,0
1486,Customer_0001486,Individual,United Kingdom,GB,Midlands,Wholesale,Not Applicable,Accountant,2021-01-19 12:10:03,1806,40220.74,34829.18,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,3,1,8840,16006,0,Low,0
1487,Customer_0001487,Individual,Zimbabwe,ZW,Manicaland,Mining,Not Applicable,Student,2018-01-20 01:46:09,2901,50250.34,24824.73,0,0,0,0,0,0,1,1,1,1,1,0,0,0,6,0,0,8476,15834,0,Low,0
1488,Customer_0001488,Individual,South Africa,ZA,Mashonaland West,Agriculture,Not Applicable,Nurse,2019-01-21 17:52:27,2535,7347.07,8999.11,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,3,1,8197,2414,0,Low,0
1489,Customer_0001489,Individual,Zimbabwe,ZW,Harare,Wholesale,Not Applicable,Student,2016-04-27 04:30:33,3534,44104.97,35459.48,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,783,15934,0,Low,0
1490,Company_0001490,Corporate,Kenya,KE,Mashonaland Central,Mining,Private Limited Company,Not Applicable,2018-07-13 14:49:00,2727,4744921.26,517332.79,941,6,0,0,0,0,1,1,1,1,0,1,0,0,4,0,1,7233,3124,0,Low,0
1491,Customer_0001491,Individual,Zimbabwe,ZW,Bulawayo,Real Estate,Not Applicable,Doctor,2025-01-29 03:39:50,335,23107.84,14873.16,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,4,0,4779,3533,0,Low,0
1492,Company_0001492,Corporate,South Africa,ZA,Bulawayo,Manufacturing,Partnership,Not Applicable,2017-05-07 02:18:57,3159,707005.8,2470881.49,2490,5,0,0,0,0,0,1,1,1,0,1,0,0,2,0,1,1451,5841,0,Low,0
1493,Company_0001493,Corporate,Mozambique,MZ,Bulawayo,Mining,Private Limited Company,Not Applicable,2018-02-02 03:33:36,2888,12232504.34,1307662.67,2355,6,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,6913,3360,0,Low,0
1494,Customer_0001494,Individual,Zimbabwe,ZW,Mashonaland Central,Fuel,Not Applicable,Unemployed,2019-08-18 20:16:22,2326,56411.15,23848.49,0,0,0,0,0,0,1,1,1,1,1,0,1,1,3,4,0,12396,14140,0,Low,0
1495,Customer_0001495,Individual,Mozambique,MZ,Bulawayo,Import/Export,Not Applicable,Lawyer,2021-07-08 21:50:05,1636,19625.82,80519.09,0,0,0,1,0,0,1,1,1,1,1,0,0,0,5,4,1,4279,411,0,Medium,0
1496,Customer_0001496,Individual,Zimbabwe,ZW,Matabeleland South,Fuel,Not Applicable,Technician,2016-09-16 21:14:01,3392,4956.37,23643.26,0,0,0,0,0,0,1,1,1,1,1,0,0,0,5,4,0,11534,7195,0,Low,0
1497,Customer_0001497,Individual,Zimbabwe,ZW,Mashonaland Central,Mining,Not Applicable,Farmer,2025-02-12 18:53:15,321,60671.0,59583.77,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,6602,9953,0,Medium,0
1498,Customer_0001498,Individual,Zimbabwe,ZW,Harare,Retail,Not Applicable,Unemployed,2016-09-04 08:51:37,3404,20751.98,81068.15,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,0,0,13885,4616,0,Low,1
1499,Customer_0001499,Individual,Zimbabwe,ZW,Mashonaland Central,Telecommunications,Not Applicable,Consultant,2016-09-17 06:58:33,3391,8964.54,65329.68,0,0,0,0,0,0,0,1,1,1,1,0,1,0,4,4,0,13128,11269,0,Low,0
1500,Customer_0001500,Individual,South Africa,ZA,Harare,Transport,Not Applicable,Teacher,2017-04-26 14:33:26,3170,63213.0,123488.35,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,4,1,6747,11671,0,Low,0
1501,Customer_0001501,Individual,United Arab Emirates,AE,Harare,Financial Services,Not Applicable,Technician,2024-08-02 18:27:24,515,7502.66,61281.04,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,3,1,11404,1240,0,Low,0
1502,Company_0001502,Corporate,Zimbabwe,ZW,Harare,Logistics,NGO,Not Applicable,2020-07-30 22:31:27,1979,1681241.54,559611.78,794,6,0,0,0,0,0,1,1,1,0,1,0,0,5,2,0,5704,6998,1,Low,0
1503,Customer_0001503,Individual,Zimbabwe,ZW,Matabeleland North,Pharmaceuticals,Not Applicable,Accountant,2017-09-13 02:53:26,3030,20599.69,19895.72,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,2,0,8847,17053,0,Low,0
1504,Customer_0001504,Individual,United Kingdom,GB,Mashonaland Central,Retail,Not Applicable,Lawyer,2017-09-22 03:22:31,3021,8085.17,43884.6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,4,1,9688,17641,0,Low,0
1505,Customer_0001505,Individual,Zambia,ZM,Harare,Transport,Not Applicable,Lawyer,2019-03-24 14:32:07,2473,14075.89,80920.58,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,3,1,8662,1823,0,Low,0
1506,Customer_0001506,Individual,Zimbabwe,ZW,Mashonaland East,Financial Services,Not Applicable,Driver,2022-11-23 12:07:00,1133,37252.6,119539.41,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,1,0,10773,12322,0,Low,0
1507,Customer_0001507,Individual,China,CN,Harare,Pharmaceuticals,Not Applicable,Unemployed,2019-10-02 07:00:57,2281,60655.96,29534.48,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,2,1,14552,80,0,Low,0
1508,Customer_0001508,Individual,Zimbabwe,ZW,Masvingo,Wholesale,Not Applicable,Nurse,2020-04-22 10:44:21,2078,69584.78,12182.33,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,1,0,547,16776,0,Low,0
1509,Customer_0001509,Individual,South Africa,ZA,Midlands,Retail,Not Applicable,Accountant,2017-11-26 13:14:34,2956,70511.99,23660.94,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,3,1,11918,12705,0,Low,0
1510,Customer_0001510,Individual,Zimbabwe,ZW,Harare,Real Estate,Not Applicable,Student,2019-04-30 00:17:47,2436,93697.25,30342.09,0,0,0,0,0,0,1,1,1,1,1,0,0,0,6,0,0,1904,10145,0,Low,0
1511,Company_0001511,Corporate,Zambia,ZM,Bulawayo,Transport,Private Limited Company,Not Applicable,2016-03-21 21:13:38,3571,18506725.11,1474398.88,824,3,0,0,0,0,0,1,1,1,1,1,0,0,6,3,1,4472,18120,1,Medium,0
1512,Customer_0001512,Individual,Zimbabwe,ZW,Masvingo,Logistics,Not Applicable,Student,2022-05-31 10:16:56,1309,9856.98,23752.22,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,0,0,11540,17991,0,Low,0
1513,Company_0001513,Corporate,Zimbabwe,ZW,Mashonaland West,Real Estate,Private Limited Company,Not Applicable,2023-07-13 14:41:45,901,2040015.34,164338.83,360,5,0,0,0,0,1,1,1,1,1,1,0,0,6,3,0,8487,8057,0,Low,0
1514,Customer_0001514,Individual,Botswana,BW,Matabeleland South,Logistics,Not Applicable,Lawyer,2022-06-02 16:11:18,1307,28085.01,19357.24,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,4,1,3303,4657,0,Low,0
1515,Customer_0001515,Individual,Zimbabwe,ZW,Mashonaland West,Hospitality,Not Applicable,Technician,2020-11-17 08:08:44,1869,49350.57,49761.76,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,1,0,11262,11836,0,Low,0
1516,Customer_0001516,Individual,Zimbabwe,ZW,Harare,Agriculture,Not Applicable,Student,2016-04-20 22:33:37,3541,19091.17,3498.57,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,3,0,4021,15061,0,Low,0
1517,Company_0001517,Corporate,Botswana,BW,Matabeleland South,NGO,Trust,Not Applicable,2020-10-12 20:46:04,1905,255511.65,608271.24,2382,1,0,0,0,0,0,1,1,1,1,1,0,0,6,4,1,10393,14215,0,Low,0
1518,Company_0001518,Corporate,South Africa,ZA,Harare,Consulting,NGO,Not Applicable,2018-11-30 23:22:00,2587,5865214.46,133907.18,344,3,0,0,0,0,0,1,0,1,1,1,0,0,4,3,1,9782,19645,0,Low,0
1519,Company_0001519,Corporate,Zimbabwe,ZW,Harare,Consulting,Sole Proprietorship,Not Applicable,2019-07-30 04:21:15,2345,3792614.87,290744.67,1891,3,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,6422,12605,0,Low,0
1520,Customer_0001520,Individual,Zimbabwe,ZW,Midlands,NGO,Not Applicable,Student,2023-05-17 11:35:39,958,21919.33,328033.27,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,12796,2770,0,Medium,0
1521,Customer_0001521,Individual,Mauritius,MU,Mashonaland West,Manufacturing,Not Applicable,Unemployed,2020-12-17 15:27:43,1839,9407.41,20534.88,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,4,1,15,11408,0,Low,0
1522,Customer_0001522,Individual,Zimbabwe,ZW,Manicaland,Agriculture,Not Applicable,Consultant,2022-11-08 22:05:15,1148,42846.8,79486.77,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,0,0,7978,16101,0,Low,0
1523,Company_0001523,Corporate,Zimbabwe,ZW,Bulawayo,Manufacturing,Private Limited Company,Not Applicable,2024-01-13 10:10:31,717,28853219.96,1531527.15,1596,5,0,1,0,0,0,1,1,1,1,1,0,0,5,0,0,7774,4476,0,Low,0
1524,Customer_0001524,Individual,Zimbabwe,ZW,Harare,Retail,Not Applicable,Consultant,2016-10-31 23:38:50,3347,41521.46,19155.78,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,1,0,11390,13935,0,Low,0
1525,Company_0001525,Corporate,Zimbabwe,ZW,Mashonaland East,Real Estate,Sole Proprietorship,Not Applicable,2017-02-20 15:31:40,3235,606208.13,1476311.1,2089,6,0,0,0,0,1,1,1,1,0,1,1,0,6,4,0,11638,8033,0,Low,0
1526,Customer_0001526,Individual,Kenya,KE,Matabeleland South,Telecommunications,Not Applicable,Nurse,2016-02-27 10:40:54,3594,5662.18,15852.39,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,0,1,7250,1188,0,Low,0
1527,Customer_0001527,Individual,Zimbabwe,ZW,Masvingo,Wholesale,Not Applicable,Unemployed,2024-11-09 01:44:03,416,11215.8,121851.23,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2,0,10533,14424,0,Low,0
1528,Customer_0001528,Individual,Zimbabwe,ZW,Matabeleland North,Financial Services,Not Applicable,Consultant,2021-11-28 07:29:29,1493,75835.86,147953.4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,14384,11110,0,Low,0
1529,Customer_0001529,Individual,Zimbabwe,ZW,Mashonaland West,Transport,Not Applicable,Civil Servant,2020-10-06 18:46:47,1911,42181.14,8616.69,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5,0,0,9389,18066,0,Low,0
1530,Customer_0001530,Individual,Zimbabwe,ZW,Harare,Transport,Not Applicable,Civil Servant,2024-09-26 06:47:55,460,31461.06,36118.65,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0,0,9140,15591,0,Low,0
1531,Customer_0001531,Individual,Zimbabwe,ZW,Mashonaland Central,Agriculture,Not Applicable,Teacher,2022-02-20 12:55:55,1409,14056.75,12794.14,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3,3,0,7532,10447,0,Medium,0
1532,Customer_0001532,Individual,Kenya,KE,Harare,Logistics,Not Applicable,Unemployed,2016-08-02 02:52:43,3437,10037.32,57553.99,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,1,881,2064,0,Low,0
1533,Customer_0001533,Individual,Botswana,BW,Harare,Telecommunications,Not Applicable,Unemployed,2018-08-15 13:01:54,2694,29972.58,71147.45,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,1,1,2556,15532,0,Low,0
1534,Customer_0001534,Individual,Zimbabwe,ZW,Harare,Consulting,Not Applicable,Engineer,2025-02-18 22:32:36,315,21509.61,7425.9,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,4,0,7917,9224,0,Low,0
1535,Customer_0001535,Individual,Zimbabwe,ZW,Midlands,Pharmaceuticals,Not Applicable,Consultant,2019-04-23 11:35:34,2443,46231.52,21844.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3,0,8831,9227,0,Low,0
1536,Company_0001536,Corporate,Zimbabwe,ZW,Harare,Logistics,Partnership,Not Applicable,2024-03-24 18:13:08,646,1968971.23,164764.65,1750,3,0,0,0,0,0,0,1,1,1,1,0,0,4,1,0,7814,18753,0,Low,0
1537,Company_0001537,Corporate,Zimbabwe,ZW,Mashonaland Central,NGO,Private Limited Company,Not Applicable,2018-09-10 23:12:53,2668,1509586.11,358454.4,1406,7,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,3219,4006,0,Low,0
1538,Company_0001538,Corporate,South Africa,ZA,Matabeleland South,Mining,Sole Proprietorship,Not Applicable,2021-06-28 01:41:28,1646,4825598.87,216948.77,650,2,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,14386,15265,1,Medium,0
1539,Customer_0001539,Individual,Zimbabwe,ZW,Masvingo,Transport,Not Applicable,Farmer,2019-08-04 22:34:06,2340,5095.88,6757.66,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,0,9680,418,0,Low,0
1540,Customer_0001540,Individual,Botswana,BW,Harare,Financial Services,Not Applicable,Business Owner,2024-09-21 19:47:46,465,8345.63,37306.43,0,0,0,0,0,0,0,1,1,1,1,0,1,1,7,2,1,8058,14461,0,Low,0
1541,Customer_0001541,Individual,United Kingdom,GB,Mashonaland Central,Financial Services,Not Applicable,Trader,2017-11-24 02:27:17,2958,140445.87,71450.29,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,14218,19727,0,Low,0
1542,Customer_0001542,Individual,Zimbabwe,ZW,Matabeleland North,Manufacturing,Not Applicable,Unemployed,2022-01-30 13:21:30,1430,50866.47,62727.3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6,4,0,12227,18785,0,Low,0
1543,Customer_0001543,Individual,United Arab Emirates,AE,Mashonaland Central,Fuel,Not Applicable,Doctor,2017-09-06 00:54:10,3037,32345.05,84911.2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,4,1,9518,14923,0,Medium,0
1544,Customer_0001544,Individual,Zimbabwe,ZW,Harare,Financial Services,Not Applicable,Engineer,2023-06-17 03:08:32,927,89825.74,11589.39,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,2,0,1339,17047,0,Low,0
1545,Customer_0001545,Individual,Zimbabwe,ZW,Mashonaland West,Fuel,Not Applicable,Nurse,2019-07-20 14:10:03,2355,119243.76,7292.22,0,0,0,0,0,0,1,0,1,1,1,0,0,1,7,0,0,5592,2515,0,Medium,0
1546,Customer_0001546,Individual,Mozambique,MZ,Manicaland,Retail,Not Applicable,Nurse,2018-03-17 03:10:35,2845,143253.37,14096.01,0,0,0,0,1,0,0,1,1,1,1,0,0,0,7,2,1,5527,9553,0,High,0
1547,Customer_0001547,Individual,Zimbabwe,ZW,Mashonaland East,Telecommunications,Not Applicable,Business Owner,2025-06-21 21:25:58,192,21062.16,161281.35,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,0,5690,17918,0,Low,0
1548,Customer_0001548,Individual,Zimbabwe,ZW,Harare,Mining,Not Applicable,Consultant,2020-10-28 04:47:11,1889,10097.38,18990.86,0,0,1,0,0,0,1,1,1,1,1,0,0,0,7,1,0,8707,3745,0,Medium,0
1549,Customer_0001549,Individual,Botswana,BW,Midlands,Consulting,Not Applicable,Consultant,2022-09-27 11:21:12,1190,27964.81,33734.27,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,4,1,134,180,0,Low,0
1550,Customer_0001550,Individual,Zimbabwe,ZW,Midlands,Hospitality,Not Applicable,Nurse,2021-11-28 09:32:59,1493,17415.41,150951.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,3,0,8975,15576,0,Low,0
1551,Customer_0001551,Individual,Namibia,,Bulawayo,Fuel,Not Applicable,Accountant,2024-03-29 09:19:14,641,24499.94,25215.77,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6,2,1,2084,7287,0,Medium,1
1552,Customer_0001552,Individual,Zimbabwe,ZW,Bulawayo,Transport,Not Applicable,Engineer,2020-03-29 10:40:22,2102,73752.85,21418.3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,2,0,950,13000,0,Low,0
1553,Customer_0001553,Individual,Mozambique,MZ,Harare,Construction,Not Applicable,Trader,2019-07-25 08:30:21,2350,17206.7,21024.09,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4,3,1,9010,12558,0,Medium,0
1554,Customer_0001554,Individual,Zimbabwe,ZW,Mashonaland West,Fuel,Not Applicable,Nurse,2022-09-21 02:51:41,1196,10684.57,15606.41,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6,4,0,4478,18379,0,Medium,1
1555,Customer_0001555,Individual,Zimbabwe,ZW,Harare,Logistics,Not Applicable,Trader,2021-07-09 21:35:31,1635,13472.86,67743.54,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,0,0,10192,18027,0,Low,0
1556,Customer_0001556,Individual,Zimbabwe,ZW,Mashonaland West,NGO,Not Applicable,Civil Servant,2018-12-29 04:06:57,2558,64436.28,58609.46,0,0,0,0,0,1,0,1,1,1,1,0,0,0,4,1,0,13500,13743,0,Low,0
1557,Customer_0001557,Individual,Namibia,,Midlands,Retail,Not Applicable,Teacher,2020-01-12 23:55:33,2179,12372.9,35077.54,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,1,1,8498,8128,0,Low,0
1558,Company_0001558,Corporate,Zimbabwe,ZW,Harare,Retail,Private Limited Company,Not Applicable,2019-09-09 08:42:35,2304,797329.08,168752.45,1419,1,0,0,0,0,0,1,1,1,1,1,0,0,5,1,0,4834,31,0,Low,0
1559,Customer_0001559,Individual,United Kingdom,GB,Bulawayo,Real Estate,Not Applicable,Student,2018-02-09 21:01:49,2881,5278.39,16546.88,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0,1,7745,4899,0,Low,0
1560,Customer_0001560,Individual,Zimbabwe,ZW,Harare,Retail,Not Applicable,Civil Servant,2020-10-11 08:06:09,1906,18531.99,44111.67,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,4,0,8162,11967,0,Low,0
1561,Customer_0001561,Individual,Zimbabwe,ZW,Bulawayo,Transport,Not Applicable,Technician,2023-03-18 07:00:43,1018,15462.87,240490.01,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,3,0,4459,1521,0,Low,0
1562,Company_0001562,Corporate,Zimbabwe,ZW,Midlands,Agriculture,Public Company,Not Applicable,2024-09-28 15:24:38,458,7929448.99,1682530.3,2161,5,0,0,0,0,0,1,1,1,1,1,1,0,3,2,0,962,1150,0,Low,0
1563,Customer_0001563,Individual,Zimbabwe,ZW,Harare,Consulting,Not Applicable,Consultant,2020-01-25 16:18:05,2166,10668.07,33810.74,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,2,0,6994,3208,0,Low,0
1564,Customer_0001564,Individual,China,CN,Mashonaland West,Transport,Not Applicable,Student,2021-05-14 15:15:23,1691,28456.82,60049.37,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,1,9263,69,0,Low,0
1565,Customer_0001565,Individual,Zimbabwe,ZW,Manicaland,Construction,Not Applicable,Farmer,2016-03-06 20:55:36,3586,22436.98,27684.59,0,0,1,0,0,0,0,0,1,0,1,0,1,0,7,0,0,13430,12391,0,Medium,0
1566,Customer_0001566,Individual,South Africa,ZA,Bulawayo,Telecommunications,Not Applicable,Farmer,2022-06-01 05:50:04,1308,29907.66,41086.27,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,3,1,9196,1217,0,Low,0
1567,Customer_0001567,Individual,Zimbabwe,ZW,Harare,Retail,Not Applicable,Driver,2020-09-19 08:16:36,1928,25511.44,19434.3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2,0,12830,8339,0,Low,0
1568,Customer_0001568,Individual,Zimbabwe,ZW,Matabeleland South,Agriculture,Not Applicable,Nurse,2016-09-08 13:11:06,3400,35519.47,20564.99,0,0,0,0,0,0,0,1,1,1,1,0,1,0,6,2,0,1041,1891,0,Low,0
1569,Customer_0001569,Individual,South Africa,ZA,Matabeleland South,Consulting,Not Applicable,Driver,2022-02-22 21:06:14,1407,28747.63,17746.19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,4414,5560,0,Low,0
1570,Customer_0001570,Individual,United Kingdom,GB,Harare,Wholesale,Not Applicable,Business Owner,2021-08-29 18:31:17,1584,8642.54,28379.69,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,3999,2046,0,Low,0
1571,Company_0001571,Corporate,South Africa,ZA,Mashonaland West,NGO,Trust,Not Applicable,2016-05-04 19:18:01,3527,2283848.08,115222.27,957,4,0,0,0,0,0,1,1,0,0,1,0,0,5,3,1,272,9297,0,Low,0
1572,Customer_0001572,Individual,Zimbabwe,ZW,Manicaland,Real Estate,Not Applicable,Doctor,2020-05-26 14:42:46,2044,12039.66,36047.03,0,0,0,0,0,1,1,1,1,1,1,0,0,1,5,2,0,94,14613,0,Medium,0
1573,Customer_0001573,Individual,South Africa,ZA,Harare,Pharmaceuticals,Not Applicable,Engineer,2018-06-28 14:00:55,2742,109762.68,7012.63,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,1,1,10500,267,0,Low,0
1574,Customer_0001574,Individual,South Africa,ZA,Bulawayo,Telecommunications,Not Applicable,Doctor,2021-09-19 18:35:32,1563,36194.81,85664.66,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,2,1,14263,811,0,Low,0
1575,Customer_0001575,Individual,Zimbabwe,ZW,Harare,Real Estate,Not Applicable,Farmer,2023-08-21 03:51:42,862,59305.27,10416.65,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,3,0,14826,12837,0,Low,0
1576,Company_0001576,Corporate,South Africa,ZA,Matabeleland North,Mining,Public Company,Not Applicable,2019-07-06 03:40:36,2369,543336.04,1508669.89,439,5,0,0,0,0,1,1,1,1,1,1,0,0,3,4,1,9228,4673,0,Low,0
1577,Customer_0001577,Individual,Zimbabwe,ZW,Mashonaland Central,Retail,Not Applicable,Technician,2018-03-07 03:24:58,2855,19305.63,76552.83,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7,3,0,10737,4334,0,Low,0
1578,Customer_0001578,Individual,Botswana,BW,Matabeleland North,Manufacturing,Not Applicable,Doctor,2017-03-02 17:33:48,3225,41463.34,10661.05,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,0,1,11337,16788,0,Low,0
1579,Customer_0001579,Individual,Mauritius,MU,Midlands,NGO,Not Applicable,Trader,2019-11-07 23:44:51,2245,29210.46,49891.53,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,4,1,4667,11560,0,Low,0
1580,Customer_0001580,Individual,India,IN,Manicaland,Wholesale,Not Applicable,Nurse,2020-04-02 15:20:44,2098,14952.19,39154.22,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2513,9156,0,Low,0
1581,Customer_0001581,Individual,Mozambique,MZ,Mashonaland East,Fuel,Not Applicable,Technician,2020-05-21 00:34:37,2049,18198.75,16150.32,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,3,1,1721,18311,0,Low,1
1582,Customer_0001582,Individual,South Africa,ZA,Midlands,Financial Services,Not Applicable,Engineer,2019-06-06 14:32:36,2399,188027.25,46425.06,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,4,1,11949,16276,0,Low,1
1583,Customer_0001583,Individual,Botswana,BW,Harare,Construction,Not Applicable,Teacher,2016-07-31 01:02:05,3439,12689.06,34536.25,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,4,1,11076,6252,0,Low,0
1584,Company_0001584,Corporate,Zimbabwe,ZW,Harare,Real Estate,Public Company,Not Applicable,2024-11-11 13:16:55,414,27348348.98,256968.13,672,6,0,0,0,0,1,1,1,1,1,1,1,0,3,4,0,9705,6765,0,Low,0
1585,Customer_0001585,Individual,Zimbabwe,ZW,Mashonaland Central,Mining,Not Applicable,Engineer,2016-11-21 02:43:04,3326,49054.11,45948.67,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,0,0,2717,18564,0,Low,0
1586,Company_0001586,Corporate,Zimbabwe,ZW,Mashonaland Central,Retail,Private Limited Company,Not Applicable,2016-03-02 04:16:04,3590,1899937.37,98689.85,769,2,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,4030,19061,0,Low,0
1587,Company_0001587,Corporate,Zimbabwe,ZW,Midlands,Construction,Cooperative,Not Applicable,2024-05-15 21:48:13,594,2217455.47,343642.03,2345,5,0,0,0,0,0,1,1,1,1,1,0,0,4,2,0,7373,14724,0,Low,0
1588,Company_0001588,Corporate,Mauritius,MU,Mashonaland Central,Consulting,Public Company,Not Applicable,2021-03-09 21:02:27,1757,15889757.89,409366.25,140,4,0,0,0,0,0,1,1,1,1,1,0,0,5,4,1,13717,11042,0,Low,0
1589,Customer_0001589,Individual,Namibia,,Mashonaland Central,Hospitality,Not Applicable,Civil Servant,2017-12-03 15:16:28,2949,9116.15,52267.7,0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,1,1,3189,53,0,Medium,0
1590,Customer_0001590,Individual,Zimbabwe,ZW,Mashonaland East,Transport,Not Applicable,Technician,2023-04-06 00:09:11,999,84072.18,17600.85,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,0,2439,17854,0,Low,0
1591,Customer_0001591,Individual,Zimbabwe,ZW,Mashonaland Central,Retail,Not Applicable,Farmer,2023-07-21 18:44:45,893,11137.14,44076.13,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,6515,13829,0,Low,0
1592,Customer_0001592,Individual,South Africa,ZA,Midlands,Consulting,Not Applicable,Lawyer,2021-03-29 05:37:39,1737,9016.73,54442.21,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,1,2840,19114,0,Low,0
1593,Customer_0001593,Individual,Zimbabwe,ZW,Mashonaland West,Manufacturing,Not Applicable,Business Owner,2022-11-25 01:42:47,1131,13886.57,36304.73,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,4,0,6434,9609,0,Low,0
1594,Company_0001594,Corporate,Zambia,ZM,Matabeleland North,Import/Export,Private Limited Company,Not Applicable,2016-02-12 00:20:47,3609,3996846.59,605711.46,2439,3,1,0,0,0,1,0,1,1,1,1,0,0,5,1,1,11828,10566,1,High,1
1595,Customer_0001595,Individual,Kenya,KE,Harare,Financial Services,Not Applicable,Trader,2022-11-12 07:14:51,1144,16361.69,22128.57,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,3,1,10110,17324,0,Low,0
