tbml_id,customer_id,invoice_value,declared_value,invoice_deviation_ratio,over_invoicing_flag,under_invoicing_flag,trade_goods_category,origin_country,destination_country,high_risk_country_flag
TBML00001584,1811,50000.0,40115.7,0.802314,0,0,Fuel,South Africa,Mozambique,0
TBML00001585,16873,100000.0,138619.0,1.38619,1,0,Chemicals,Mauritius,China,1
TBML00001586,6737,10000.0,7938.81,0.793881,0,1,Machinery,United Arab Emirates,Mozambique,1
TBML00001587,46014,10000.0,11255.14,1.125514,0,0,Vehicles,Mauritius,United Kingdom,1
TBML00001588,47045,10000.0,14285.75,1.428575,1,0,Machinery,South Africa,Botswana,0
TBML00001589,37707,25000.0,31351.58,1.254063,1,0,Electronics,United Arab Emirates,Kenya,1
TBML00001590,49550,50000.0,56086.93,1.121739,0,0,Textiles,Mauritius,Mozambique,1
TBML00001591,6401,250000.0,211685.87,0.846743,0,0,Fuel,South Africa,Botswana,0
TBML00001592,38897,25000.0,14404.41,0.576177,0,1,Vehicles,South Africa,Mauritius,1
TBML00001593,27508,25000.0,36969.12,1.478765,1,0,Fuel,United Kingdom,Kenya,1
TBML00001594,25278,100000.0,60209.12,0.602091,0,1,Chemicals,South Africa,Mauritius,1
TBML00001595,45947,100000.0,76813.38,0.768134,0,1,Textiles,Zimbabwe,Mauritius,1
TBML00001596,39264,50000.0,46240.6,0.924812,0,0,Machinery,South Africa,Kenya,0
TBML00001597,41368,10000.0,7124.74,0.712474,0,1,Chemicals,China,China,1
TBML00001598,17323,100000.0,135558.24,1.355582,1,0,Fuel,China,China,1
TBML00001599,2019,10000.0,11434.07,1.143407,0,0,Vehicles,China,Mauritius,1
TBML00001600,36805,50000.0,49680.19,0.993604,0,0,Machinery,United Kingdom,United Kingdom,1
TBML00001601,34575,50000.0,52066.22,1.041324,0,0,Vehicles,China,Mozambique,1
TBML00001602,7880,10000.0,14509.11,1.450911,1,0,Fuel,United Arab Emirates,Kenya,1
TBML00001603,34928,250000.0,249394.47,0.997578,0,0,Fuel,South Africa,United Arab Emirates,1
TBML00001604,26633,25000.0,26785.08,1.071403,0,0,Vehicles,United Kingdom,Mauritius,1
TBML00001605,25693,100000.0,127198.6,1.271986,1,0,Electronics,India,United Kingdom,1
TBML00001606,10760,25000.0,25462.97,1.018519,0,0,Vehicles,China,China,1
TBML00001607,31776,10000.0,14119.79,1.411979,1,0,Vehicles,China,Mozambique,1
TBML00001608,34035,50000.0,42725.78,0.854516,0,0,Machinery,India,Kenya,0
TBML00001609,29147,10000.0,6031.78,0.603178,0,1,Textiles,South Africa,United Arab Emirates,1
TBML00001610,4670,250000.0,156578.65,0.626315,0,1,Vehicles,South Africa,Botswana,0
TBML00001611,15452,100000.0,110591.2,1.105912,0,0,Textiles,South Africa,United Kingdom,1
TBML00001612,28086,250000.0,266715.23,1.066861,0,0,Textiles,Zimbabwe,United Kingdom,1
TBML00001613,6010,10000.0,13702.71,1.370271,1,0,Textiles,Zimbabwe,United Kingdom,1
TBML00001614,33823,25000.0,32871.74,1.31487,1,0,Vehicles,China,China,1
TBML00001615,19107,50000.0,55431.5,1.10863,0,0,Vehicles,South Africa,Mauritius,1
TBML00001616,39412,10000.0,11424.39,1.142439,0,0,Chemicals,South Africa,United Arab Emirates,1
TBML00001617,11022,50000.0,25861.93,0.517239,0,1,Machinery,United Arab Emirates,Kenya,1
TBML00001618,18812,100000.0,140237.12,1.402371,1,0,Machinery,South Africa,Mozambique,0
TBML00001619,40822,50000.0,69656.64,1.393133,1,0,Fuel,India,Botswana,0
TBML00001620,26415,250000.0,274859.56,1.099438,0,0,Textiles,United Arab Emirates,Kenya,1
TBML00001621,44740,25000.0,27870.21,1.114808,0,0,Electronics,United Kingdom,China,1
TBML00001622,18831,10000.0,10675.18,1.067518,0,0,Electronics,United Arab Emirates,Botswana,1
TBML00001623,35196,100000.0,64952.36,0.649524,0,1,Fuel,South Africa,United Kingdom,1
TBML00001624,30496,250000.0,306022.66,1.224091,1,0,Fuel,United Arab Emirates,United Kingdom,1
TBML00001625,44982,50000.0,32590.48,0.65181,0,1,Fuel,South Africa,United Kingdom,1
TBML00001626,39448,25000.0,23667.12,0.946685,0,0,Chemicals,United Arab Emirates,Botswana,1
TBML00001627,24506,25000.0,31601.45,1.264058,1,0,Electronics,China,Mozambique,1
TBML00001628,9926,100000.0,104128.68,1.041287,0,0,Fuel,United Kingdom,Mauritius,1
TBML00001629,49440,10000.0,9138.97,0.913897,0,0,Textiles,India,United Arab Emirates,1
TBML00001630,11871,100000.0,60673.16,0.606732,0,1,Fuel,China,Mozambique,1
TBML00001631,33537,50000.0,50413.21,1.008264,0,0,Textiles,United Kingdom,China,1
TBML00001632,30231,10000.0,8773.2,0.87732,0,0,Chemicals,Mauritius,Mauritius,1
TBML00001633,29097,100000.0,85893.67,0.858937,0,0,Electronics,India,Kenya,0
TBML00001634,14144,100000.0,115187.24,1.151872,0,0,Textiles,Mauritius,Kenya,1
TBML00001635,1769,50000.0,59675.52,1.19351,0,0,Vehicles,South Africa,Mauritius,1
TBML00001636,8677,100000.0,63465.82,0.634658,0,1,Chemicals,India,Mauritius,1
TBML00001637,803,10000.0,14536.96,1.453696,1,0,Chemicals,United Kingdom,Kenya,1
TBML00001638,47799,250000.0,145927.18,0.583709,0,1,Vehicles,Zimbabwe,United Arab Emirates,1
TBML00001639,41017,10000.0,13121.15,1.312115,1,0,Fuel,India,Botswana,0
TBML00001640,48063,10000.0,6545.59,0.654559,0,1,Machinery,South Africa,Botswana,0
TBML00001641,9460,50000.0,71526.15,1.430523,1,0,Textiles,China,China,1
TBML00001642,11314,10000.0,8903.37,0.890337,0,0,Textiles,South Africa,United Kingdom,1
TBML00001643,35716,25000.0,12838.13,0.513525,0,1,Chemicals,South Africa,Mauritius,1
TBML00001644,23416,100000.0,62508.04,0.62508,0,1,Chemicals,India,United Arab Emirates,1
TBML00001645,18619,10000.0,9164.17,0.916417,0,0,Chemicals,South Africa,United Arab Emirates,1
TBML00001646,11488,50000.0,47664.81,0.953296,0,0,Textiles,Mauritius,United Arab Emirates,1
TBML00001647,3790,10000.0,9247.06,0.924706,0,0,Electronics,United Arab Emirates,United Kingdom,1
TBML00001648,41351,50000.0,56298.21,1.125964,0,0,Electronics,South Africa,Botswana,0
TBML00001649,17717,100000.0,50757.46,0.507575,0,1,Vehicles,India,United Arab Emirates,1
TBML00001650,21144,50000.0,38743.65,0.774873,0,1,Machinery,United Kingdom,United Kingdom,1
TBML00001651,8116,25000.0,35237.67,1.409507,1,0,Textiles,China,Kenya,1
TBML00001652,25395,25000.0,31229.54,1.249181,1,0,Vehicles,United Arab Emirates,Kenya,1
TBML00001653,7004,25000.0,27309.14,1.092366,0,0,Vehicles,United Arab Emirates,Mauritius,1
TBML00001654,16050,25000.0,36226.21,1.449049,1,0,Textiles,Mauritius,United Arab Emirates,1
TBML00001655,8823,25000.0,22876.05,0.915042,0,0,Electronics,South Africa,United Kingdom,1
TBML00001656,44064,250000.0,166108.57,0.664434,0,1,Chemicals,United Kingdom,Kenya,1
TBML00001657,1517,10000.0,11696.63,1.169663,0,0,Electronics,Mauritius,United Kingdom,1
TBML00001658,25249,10000.0,8645.65,0.864565,0,0,Chemicals,United Arab Emirates,Botswana,1
TBML00001659,7844,25000.0,18282.04,0.731282,0,1,Textiles,China,United Arab Emirates,1
TBML00001660,5849,25000.0,17220.44,0.688817,0,1,Fuel,Zimbabwe,Mauritius,1
TBML00001661,19083,10000.0,7727.65,0.772765,0,1,Electronics,China,Mozambique,1
TBML00001662,15371,50000.0,72813.45,1.456269,1,0,Fuel,India,United Arab Emirates,1
TBML00001663,37691,100000.0,125518.58,1.255186,1,0,Fuel,United Arab Emirates,China,1
TBML00001664,1248,250000.0,172341.73,0.689367,0,1,Machinery,India,Mauritius,1
TBML00001665,7685,250000.0,275710.01,1.10284,0,0,Vehicles,United Arab Emirates,United Arab Emirates,1
TBML00001666,39391,100000.0,54738.66,0.547387,0,1,Machinery,China,Mozambique,1
TBML00001667,11912,10000.0,7431.97,0.743197,0,1,Chemicals,India,Mauritius,1
TBML00001668,33415,100000.0,122839.04,1.22839,1,0,Vehicles,China,Mauritius,1
TBML00001669,20105,250000.0,287152.93,1.148612,0,0,Fuel,Zimbabwe,Kenya,0
TBML00001670,40251,25000.0,22047.37,0.881895,0,0,Chemicals,United Kingdom,United Arab Emirates,1
TBML00001671,30072,10000.0,10071.98,1.007198,0,0,Machinery,Zimbabwe,United Kingdom,1
TBML00001672,34888,10000.0,12174.5,1.21745,1,0,Chemicals,India,United Arab Emirates,1
TBML00001673,3734,50000.0,31536.48,0.63073,0,1,Vehicles,Mauritius,Botswana,1
TBML00001674,10169,10000.0,9813.67,0.981367,0,0,Fuel,United Kingdom,China,1
TBML00001675,41163,100000.0,74783.64,0.747836,0,1,Vehicles,South Africa,United Kingdom,1
TBML00001676,47630,50000.0,27291.6,0.545832,0,1,Chemicals,South Africa,Mauritius,1
TBML00001677,41678,250000.0,254674.7,1.018699,0,0,Machinery,India,United Kingdom,1
TBML00001678,17604,250000.0,191757.96,0.767032,0,1,Electronics,Mauritius,United Kingdom,1
TBML00001679,29382,100000.0,132591.24,1.325912,1,0,Fuel,India,United Arab Emirates,1
TBML00001680,2019,250000.0,246908.31,0.987633,0,0,Electronics,South Africa,Botswana,0
TBML00001681,22393,50000.0,74398.38,1.487968,1,0,Textiles,Zimbabwe,Mauritius,1
TBML00001682,35118,50000.0,35547.63,0.710953,0,1,Electronics,China,China,1
TBML00001683,30225,50000.0,48668.33,0.973367,0,0,Textiles,United Kingdom,United Kingdom,1
TBML00001684,32554,25000.0,32349.26,1.29397,1,0,Fuel,India,Botswana,0
TBML00001685,21743,25000.0,35954.59,1.438184,1,0,Chemicals,Mauritius,Kenya,1
TBML00001686,3254,10000.0,8593.86,0.859386,0,0,Vehicles,India,China,1
TBML00001687,45535,100000.0,89192.45,0.891924,0,0,Chemicals,Mauritius,Botswana,1
TBML00001688,20261,250000.0,302225.62,1.208902,1,0,Electronics,China,Mozambique,1
TBML00001689,5998,100000.0,114385.21,1.143852,0,0,Machinery,India,Botswana,0
TBML00001690,34136,50000.0,38320.55,0.766411,0,1,Electronics,China,United Kingdom,1
TBML00001691,22516,25000.0,17082.74,0.683309,0,1,Electronics,China,Kenya,1
TBML00001692,48348,100000.0,143258.04,1.43258,1,0,Chemicals,United Kingdom,Mauritius,1
TBML00001693,35583,25000.0,23526.75,0.94107,0,0,Machinery,Mauritius,Botswana,1
TBML00001694,46745,25000.0,30185.95,1.207438,1,0,Fuel,Zimbabwe,United Kingdom,1
TBML00001695,38321,100000.0,57895.48,0.578955,0,1,Machinery,India,Mozambique,0
TBML00001696,35597,250000.0,320394.17,1.281577,1,0,Vehicles,India,Kenya,0
TBML00001697,13915,50000.0,54431.55,1.088631,0,0,Vehicles,United Kingdom,Botswana,1
TBML00001698,36922,10000.0,12482.97,1.248297,1,0,Electronics,Mauritius,Mozambique,1
TBML00001699,49235,50000.0,62576.03,1.251521,1,0,Vehicles,India,United Arab Emirates,1
TBML00001700,5335,50000.0,72679.43,1.453589,1,0,Vehicles,Mauritius,United Arab Emirates,1
TBML00001701,48803,250000.0,174385.41,0.697542,0,1,Chemicals,United Kingdom,Botswana,1
TBML00001702,20426,100000.0,93341.1,0.933411,0,0,Machinery,India,Mauritius,1
TBML00001703,13562,25000.0,17189.27,0.687571,0,1,Machinery,China,China,1
TBML00001704,43753,100000.0,103956.11,1.039561,0,0,Chemicals,China,United Arab Emirates,1
TBML00001705,26400,250000.0,214302.84,0.857211,0,0,Fuel,Zimbabwe,China,1
TBML00001706,43705,100000.0,64926.71,0.649267,0,1,Fuel,South Africa,United Kingdom,1
TBML00001707,37381,10000.0,13242.87,1.324287,1,0,Vehicles,India,United Kingdom,1
TBML00001708,11574,25000.0,19833.31,0.793332,0,1,Chemicals,India,Mozambique,0
TBML00001709,21827,100000.0,77733.98,0.77734,0,1,Machinery,United Kingdom,United Arab Emirates,1
TBML00001710,43840,250000.0,126541.09,0.506164,0,1,Vehicles,Mauritius,Kenya,1
TBML00001711,2435,100000.0,86845.74,0.868457,0,0,Textiles,South Africa,Kenya,0
TBML00001712,24529,250000.0,162203.42,0.648814,0,1,Machinery,China,United Arab Emirates,1
TBML00001713,21071,10000.0,7191.57,0.719157,0,1,Vehicles,India,China,1
TBML00001714,46727,100000.0,55270.41,0.552704,0,1,Electronics,India,United Kingdom,1
TBML00001715,32148,25000.0,15610.43,0.624417,0,1,Fuel,India,United Arab Emirates,1
TBML00001716,27412,250000.0,315277.88,1.261112,1,0,Chemicals,Mauritius,Mauritius,1
TBML00001717,40077,100000.0,103285.35,1.032854,0,0,Electronics,South Africa,Kenya,0
TBML00001718,13852,25000.0,31090.63,1.243625,1,0,Electronics,Zimbabwe,Mozambique,0
TBML00001719,47916,50000.0,49899.9,0.997998,0,0,Vehicles,United Kingdom,Mauritius,1
TBML00001720,21298,10000.0,8628.62,0.862862,0,0,Vehicles,Zimbabwe,Botswana,0
TBML00001721,34117,50000.0,63563.73,1.271275,1,0,Vehicles,Mauritius,United Kingdom,1
TBML00001722,14989,50000.0,70144.69,1.402894,1,0,Electronics,United Kingdom,Mozambique,1
TBML00001723,17216,10000.0,12969.82,1.296982,1,0,Chemicals,United Arab Emirates,China,1
TBML00001724,12708,10000.0,5811.69,0.581169,0,1,Chemicals,South Africa,Mozambique,0
TBML00001725,23700,50000.0,26061.54,0.521231,0,1,Chemicals,South Africa,Botswana,0
TBML00001726,13143,250000.0,141063.37,0.564253,0,1,Vehicles,Mauritius,Kenya,1
TBML00001727,12086,250000.0,214041.34,0.856165,0,0,Fuel,United Kingdom,United Kingdom,1
TBML00001728,33976,250000.0,217536.86,0.870147,0,0,Fuel,South Africa,Mauritius,1
TBML00001729,38869,25000.0,30251.12,1.210045,1,0,Machinery,United Arab Emirates,United Arab Emirates,1
TBML00001730,18164,10000.0,5201.85,0.520185,0,1,Fuel,Zimbabwe,United Kingdom,1
TBML00001731,4252,100000.0,118598.83,1.185988,0,0,Fuel,United Kingdom,United Arab Emirates,1
TBML00001732,13276,100000.0,141841.35,1.418413,1,0,Fuel,China,United Kingdom,1
TBML00001733,41539,100000.0,69673.83,0.696738,0,1,Textiles,Mauritius,Mozambique,1
TBML00001734,22902,100000.0,122256.3,1.222563,1,0,Textiles,India,United Arab Emirates,1
TBML00001735,18819,50000.0,34890.73,0.697815,0,1,Fuel,Mauritius,Mozambique,1
TBML00001736,6026,50000.0,28800.38,0.576008,0,1,Electronics,South Africa,China,1
TBML00001737,14901,50000.0,34985.47,0.699709,0,1,Fuel,Mauritius,Botswana,1
TBML00001738,34509,25000.0,37442.9,1.497716,1,0,Fuel,South Africa,Kenya,0
TBML00001739,38037,10000.0,7430.86,0.743086,0,1,Machinery,United Arab Emirates,China,1
TBML00001740,16243,100000.0,105724.77,1.057248,0,0,Machinery,Zimbabwe,Mozambique,0
TBML00001741,15007,10000.0,8929.09,0.892909,0,0,Chemicals,China,United Arab Emirates,1
TBML00001742,23346,250000.0,134226.75,0.536907,0,1,Machinery,Zimbabwe,Mozambique,0
TBML00001743,377,50000.0,30739.12,0.614782,0,1,Vehicles,United Kingdom,Mauritius,1
TBML00001744,41565,250000.0,205776.24,0.823105,0,0,Chemicals,United Kingdom,United Arab Emirates,1
TBML00001745,27654,100000.0,97150.59,0.971506,0,0,Fuel,China,Mozambique,1
TBML00001746,40487,10000.0,13795.16,1.379516,1,0,Electronics,United Arab Emirates,Botswana,1
TBML00001747,27598,50000.0,74328.28,1.486566,1,0,Chemicals,Mauritius,United Arab Emirates,1
TBML00001748,28833,100000.0,106103.77,1.061038,0,0,Chemicals,India,Mauritius,1
TBML00001749,27269,250000.0,265071.63,1.060287,0,0,Machinery,Mauritius,United Arab Emirates,1
TBML00001750,46086,50000.0,30413.5,0.60827,0,1,Machinery,China,Kenya,1
TBML00001751,11084,100000.0,94146.26,0.941463,0,0,Machinery,United Kingdom,Mozambique,1
TBML00001752,37495,10000.0,7642.73,0.764273,0,1,Vehicles,Zimbabwe,Mauritius,1
TBML00001753,36030,250000.0,293125.4,1.172502,0,0,Textiles,Mauritius,Mozambique,1
TBML00001754,30413,250000.0,304172.48,1.21669,1,0,Chemicals,China,Mauritius,1
TBML00001755,13835,25000.0,16414.15,0.656566,0,1,Chemicals,China,Mozambique,1
TBML00001756,13893,100000.0,81963.28,0.819633,0,0,Textiles,China,Kenya,1
TBML00001757,7553,250000.0,191441.25,0.765765,0,1,Machinery,Zimbabwe,United Kingdom,1
TBML00001758,11895,25000.0,35067.71,1.402708,1,0,Textiles,United Arab Emirates,Mozambique,1
TBML00001759,30157,10000.0,14321.5,1.43215,1,0,Textiles,China,United Arab Emirates,1
TBML00001760,40731,25000.0,37155.23,1.486209,1,0,Textiles,China,China,1
TBML00001761,14909,250000.0,236642.35,0.946569,0,0,Vehicles,South Africa,Mauritius,1
TBML00001762,21975,50000.0,54442.22,1.088844,0,0,Vehicles,India,United Arab Emirates,1
TBML00001763,1963,250000.0,291676.67,1.166707,0,0,Electronics,United Kingdom,Mauritius,1
TBML00001764,20558,50000.0,40366.78,0.807336,0,0,Chemicals,China,China,1
TBML00001765,8599,25000.0,36474.79,1.458992,1,0,Vehicles,India,China,1
TBML00001766,35713,50000.0,37616.93,0.752339,0,1,Vehicles,Mauritius,Kenya,1
TBML00001767,439,25000.0,34376.83,1.375073,1,0,Chemicals,United Arab Emirates,Botswana,1
TBML00001768,37262,100000.0,105516.86,1.055169,0,0,Fuel,South Africa,Mozambique,0
TBML00001769,12581,100000.0,79580.19,0.795802,0,1,Electronics,Zimbabwe,China,1
TBML00001770,4175,10000.0,10974.94,1.097494,0,0,Chemicals,Zimbabwe,Mauritius,1
TBML00001771,16120,250000.0,341310.39,1.365242,1,0,Textiles,South Africa,China,1
TBML00001772,20770,25000.0,13933.13,0.557325,0,1,Textiles,China,Botswana,1
TBML00001773,6098,250000.0,332450.66,1.329803,1,0,Fuel,Mauritius,United Kingdom,1
TBML00001774,19546,25000.0,20349.6,0.813984,0,0,Machinery,United Arab Emirates,Mauritius,1
TBML00001775,1730,10000.0,10335.19,1.033519,0,0,Chemicals,United Kingdom,Kenya,1
TBML00001776,24863,50000.0,41002.9,0.820058,0,0,Vehicles,Zimbabwe,Botswana,0
TBML00001777,26654,50000.0,52594.82,1.051896,0,0,Electronics,United Arab Emirates,Mozambique,1
TBML00001778,13705,10000.0,14373.06,1.437306,1,0,Vehicles,China,Mauritius,1
TBML00001779,14735,100000.0,127454.25,1.274542,1,0,Textiles,United Arab Emirates,Mauritius,1
TBML00001780,12118,10000.0,6479.21,0.647921,0,1,Machinery,United Arab Emirates,Mozambique,1
TBML00001781,5353,10000.0,9778.55,0.977855,0,0,Textiles,South Africa,United Kingdom,1
TBML00001782,16596,25000.0,25957.56,1.038303,0,0,Textiles,Mauritius,Mozambique,1
TBML00001783,7524,250000.0,221551.26,0.886205,0,0,Fuel,China,United Arab Emirates,1
TBML00001784,13692,250000.0,220237.64,0.880951,0,0,Machinery,India,United Kingdom,1
TBML00001785,3845,10000.0,11937.53,1.193753,0,0,Electronics,Mauritius,China,1
TBML00001786,17097,250000.0,164008.8,0.656035,0,1,Electronics,South Africa,United Arab Emirates,1
TBML00001787,17503,25000.0,27956.12,1.118245,0,0,Electronics,Zimbabwe,China,1
TBML00001788,25129,25000.0,21726.91,0.869077,0,0,Fuel,China,Mauritius,1
TBML00001789,10088,10000.0,7938.96,0.793896,0,1,Chemicals,United Kingdom,Kenya,1
TBML00001790,11832,50000.0,31057.48,0.62115,0,1,Machinery,India,Botswana,0
TBML00001791,48212,100000.0,80846.55,0.808465,0,0,Vehicles,Zimbabwe,Mauritius,1
TBML00001792,28735,10000.0,5757.7,0.57577,0,1,Electronics,India,Mauritius,1
TBML00001793,45253,100000.0,67087.44,0.670874,0,1,Vehicles,United Kingdom,China,1
TBML00001794,45941,50000.0,41422.22,0.828444,0,0,Machinery,United Kingdom,China,1
TBML00001795,22482,100000.0,97336.96,0.97337,0,0,Chemicals,India,United Arab Emirates,1
TBML00001796,44573,50000.0,61441.32,1.228826,1,0,Fuel,Zimbabwe,China,1
TBML00001797,39935,10000.0,9419.31,0.941931,0,0,Vehicles,India,Kenya,0
TBML00001798,17420,50000.0,67570.02,1.3514,1,0,Fuel,China,United Kingdom,1
TBML00001799,49996,250000.0,267770.03,1.07108,0,0,Vehicles,United Arab Emirates,Kenya,1
TBML00001800,2671,50000.0,42393.72,0.847874,0,0,Vehicles,United Kingdom,Kenya,1
TBML00001801,46402,100000.0,84506.79,0.845068,0,0,Machinery,United Arab Emirates,Botswana,1
TBML00001802,6556,100000.0,147353.55,1.473535,1,0,Chemicals,Zimbabwe,United Kingdom,1
TBML00001803,44255,25000.0,33424.92,1.336997,1,0,Electronics,China,China,1
TBML00001804,48877,10000.0,6410.23,0.641023,0,1,Chemicals,China,Botswana,1
TBML00001805,41161,10000.0,12354.38,1.235438,1,0,Textiles,India,United Arab Emirates,1
TBML00001806,26980,100000.0,147569.63,1.475696,1,0,Electronics,United Arab Emirates,China,1
TBML00001807,33120,10000.0,6728.35,0.672835,0,1,Textiles,United Kingdom,China,1
TBML00001808,21339,100000.0,106322.82,1.063228,0,0,Machinery,Mauritius,China,1
TBML00001809,26378,100000.0,74125.41,0.741254,0,1,Chemicals,South Africa,United Kingdom,1
TBML00001810,6005,50000.0,37507.05,0.750141,0,1,Machinery,India,Botswana,0
TBML00001811,41177,10000.0,14382.18,1.438218,1,0,Vehicles,South Africa,Botswana,0
TBML00001812,15395,10000.0,11834.11,1.183411,0,0,Chemicals,India,Mauritius,1
TBML00001813,11304,50000.0,74140.25,1.482805,1,0,Electronics,Zimbabwe,Mauritius,1
TBML00001814,20107,250000.0,178189.38,0.712758,0,1,Electronics,India,Kenya,0
TBML00001815,10180,10000.0,14552.27,1.455227,1,0,Vehicles,United Arab Emirates,China,1
TBML00001816,33198,100000.0,55588.45,0.555885,0,1,Fuel,South Africa,Botswana,0
TBML00001817,26833,100000.0,64198.21,0.641982,0,1,Chemicals,South Africa,United Kingdom,1
TBML00001818,13014,10000.0,10204.48,1.020448,0,0,Fuel,China,China,1
TBML00001819,11623,100000.0,115785.13,1.157851,0,0,Textiles,India,Mauritius,1
TBML00001820,28694,10000.0,5188.52,0.518852,0,1,Fuel,South Africa,Mauritius,1
TBML00001821,16243,250000.0,211327.62,0.84531,0,0,Fuel,China,Botswana,1
TBML00001822,41523,25000.0,20615.1,0.824604,0,0,Textiles,China,China,1
TBML00001823,19080,50000.0,44023.4,0.880468,0,0,Machinery,United Arab Emirates,Kenya,1
TBML00001824,47999,50000.0,68772.17,1.375443,1,0,Electronics,South Africa,United Kingdom,1
TBML00001825,29895,100000.0,144476.81,1.444768,1,0,Fuel,United Arab Emirates,Kenya,1
TBML00001826,35718,250000.0,297288.61,1.189154,0,0,Chemicals,Zimbabwe,Botswana,0
TBML00001827,11410,250000.0,188320.29,0.753281,0,1,Electronics,Zimbabwe,Botswana,0
TBML00001828,1056,50000.0,28178.07,0.563561,0,1,Electronics,Mauritius,Mauritius,1
TBML00001829,27305,25000.0,12536.48,0.501459,0,1,Fuel,United Kingdom,Botswana,1
TBML00001830,33093,100000.0,142991.47,1.429915,1,0,Fuel,Zimbabwe,Kenya,0
TBML00001831,11622,100000.0,147982.16,1.479822,1,0,Electronics,South Africa,United Arab Emirates,1
TBML00001832,7951,50000.0,25925.81,0.518516,0,1,Fuel,China,United Arab Emirates,1
TBML00001833,37252,10000.0,7287.56,0.728756,0,1,Vehicles,Zimbabwe,China,1
TBML00001834,9156,25000.0,32296.82,1.291873,1,0,Chemicals,South Africa,Botswana,0
TBML00001835,46632,250000.0,333785.2,1.335141,1,0,Fuel,Mauritius,United Kingdom,1
TBML00001836,7706,100000.0,135112.24,1.351122,1,0,Vehicles,India,Kenya,0
TBML00001837,49587,10000.0,11172.49,1.117249,0,0,Textiles,South Africa,United Arab Emirates,1
TBML00001838,10463,100000.0,136047.09,1.360471,1,0,Textiles,United Kingdom,Mauritius,1
TBML00001839,25842,50000.0,25306.75,0.506135,0,1,Fuel,Mauritius,Botswana,1
TBML00001840,17145,10000.0,13330.42,1.333042,1,0,Textiles,Zimbabwe,Kenya,0
TBML00001841,37757,100000.0,74913.89,0.749139,0,1,Machinery,Mauritius,China,1
TBML00001842,35079,50000.0,65386.1,1.307722,1,0,Vehicles,United Kingdom,United Kingdom,1
TBML00001843,10734,50000.0,48055.99,0.96112,0,0,Fuel,United Arab Emirates,Botswana,1
TBML00001844,46853,25000.0,19348.07,0.773923,0,1,Fuel,United Kingdom,United Arab Emirates,1
TBML00001845,48196,10000.0,7087.89,0.708789,0,1,Chemicals,China,China,1
TBML00001846,39848,100000.0,141589.99,1.4159,1,0,Chemicals,Mauritius,Kenya,1
TBML00001847,13381,10000.0,8590.4,0.85904,0,0,Chemicals,Mauritius,Mozambique,1
TBML00001848,46529,10000.0,9312.34,0.931234,0,0,Vehicles,United Kingdom,China,1
TBML00001849,8490,10000.0,14023.28,1.402328,1,0,Machinery,United Kingdom,United Arab Emirates,1
TBML00001850,28031,100000.0,91446.57,0.914466,0,0,Vehicles,India,United Arab Emirates,1
TBML00001851,23346,50000.0,54533.36,1.090667,0,0,Vehicles,India,United Arab Emirates,1
TBML00001852,31038,50000.0,32240.23,0.644805,0,1,Fuel,India,China,1
TBML00001853,5875,250000.0,271630.85,1.086523,0,0,Vehicles,United Arab Emirates,Kenya,1
TBML00001854,23448,10000.0,6404.21,0.640421,0,1,Machinery,India,Kenya,0
TBML00001855,21870,100000.0,119196.44,1.191964,0,0,Machinery,Zimbabwe,Kenya,0
TBML00001856,13648,10000.0,8410.91,0.841091,0,0,Machinery,Mauritius,Mauritius,1
TBML00001857,35228,50000.0,35826.7,0.716534,0,1,Electronics,United Kingdom,China,1
TBML00001858,26809,100000.0,94956.85,0.949569,0,0,Electronics,United Arab Emirates,China,1
TBML00001859,37260,100000.0,76291.6,0.762916,0,1,Vehicles,South Africa,Kenya,0
TBML00001860,43259,10000.0,12957.49,1.295749,1,0,Vehicles,United Kingdom,Mauritius,1
TBML00001861,5448,10000.0,8655.39,0.865539,0,0,Vehicles,China,United Arab Emirates,1
TBML00001862,1213,250000.0,308310.87,1.233243,1,0,Electronics,China,United Kingdom,1
TBML00001863,2145,10000.0,13224.05,1.322405,1,0,Fuel,China,Mauritius,1
TBML00001864,19791,100000.0,74760.13,0.747601,0,1,Electronics,South Africa,Kenya,0
TBML00001865,20190,250000.0,163984.33,0.655937,0,1,Electronics,Zimbabwe,United Kingdom,1
TBML00001866,47885,250000.0,347226.49,1.388906,1,0,Vehicles,China,Mozambique,1
TBML00001867,49146,25000.0,24635.99,0.98544,0,0,Vehicles,United Kingdom,Botswana,1
TBML00001868,35888,100000.0,75833.29,0.758333,0,1,Vehicles,India,Kenya,0
TBML00001869,14180,50000.0,44969.24,0.899385,0,0,Vehicles,South Africa,Botswana,0
TBML00001870,48191,100000.0,61596.59,0.615966,0,1,Machinery,China,China,1
TBML00001871,48684,25000.0,27462.41,1.098496,0,0,Fuel,China,Mauritius,1
TBML00001872,28446,50000.0,59244.73,1.184895,0,0,Machinery,South Africa,China,1
TBML00001873,3944,100000.0,81205.95,0.81206,0,0,Vehicles,United Arab Emirates,Mozambique,1
TBML00001874,34183,250000.0,185043.29,0.740173,0,1,Vehicles,China,Botswana,1
TBML00001875,24597,100000.0,56864.11,0.568641,0,1,Fuel,Mauritius,Mozambique,1
TBML00001876,45535,25000.0,30609.03,1.224361,1,0,Electronics,United Arab Emirates,United Arab Emirates,1
TBML00001877,34278,250000.0,350229.8,1.400919,1,0,Electronics,United Arab Emirates,United Arab Emirates,1
